,OBJECTID,Area_SVY21,Point_X,Point_Y,Land_Use,Remarks,DMSLat,DMSLon,Building,Distance,Shape_Leng,Shape_Area,Bld_height,Bld_heig_1,Bld_heig_2,Bld_heig_3,Bld_heig_4,geometry
295,307,101.156678773,103.777524723,1.2943207231,Building,,01 17 39.55460N,103 46 39.08900E,,2.47277084392,124.887367657,101.156678773,42.344428,50.303815,47.591926,50.127534,42.344428,"POLYGON ((21784.147599999793 30754.089099999517, 21773.377000000328 30752.70370000042, 21773.167999999598 30754.280700000003, 21777.859699999914 30754.97059999965, 21786.574099999852 30756.252000000328, 21786.9896999998 30756.313100000843, 21785.691800000146 30759.780500000343, 21788.061800000258 30760.612700000405, 21789.479799999855 30756.6791999992, 21790.61670000013 30756.846400000155, 21801.412100000307 30726.424599999562, 21800.0159 30725.923699999228, 21794.688599999994 30724.012399999425, 21792.360899999738 30723.177300000563, 21791.810499999672 30724.721999999136, 21792.3964999998 30724.92420000024, 21799.510099999607 30727.378900000826, 21789.947100000456 30754.30739999935, 21787.4160000002 30753.46460000053, 21787.05989999976 30754.463700000197, 21784.147599999793 30754.089099999517))"
296,308,451.967996935,103.7772244,1.29384929402,Building,,01 17 37.85746N,103 46 38.00784E,,0.0,108.082024124,451.967996935,0.0,43.935602,25.965911,42.546569,0.0,"POLYGON ((21764.83160000015 30714.212400000542, 21773.280600000173 30708.2332000006, 21771.258600000292 30705.099300000817, 21770.69539999962 30704.22580000013, 21766.074000000022 30697.058299999684, 21765.480399999768 30696.137599999085, 21765.41289999988 30696.03289999999, 21760.26599999983 30688.05729999952, 21758.664400000125 30685.579800000414, 21753.54860000033 30677.634500000626, 21749.72240000032 30671.7006000001, 21747.985799999908 30672.827600000426, 21741.01879999973 30677.348999999464, 21741.433000000194 30677.976900000125, 21748.288700000383 30688.576500000432, 21757.20650000032 30702.392100000754, 21759.683100000024 30706.2313000001, 21764.83160000015 30714.212400000542))"
297,309,1102.2641699,103.776697877,1.29391266045,Building,,01 17 38.08558N,103 46 36.11236E,,0.0,178.487371379,1102.2641699,0.0,41.484517,25.933013,40.127984,0.0,"POLYGON ((21661.052299999632 30704.686899999157, 21669.436099999584 30705.286399999633, 21683.42949999962 30706.278999999166, 21694.256099999882 30706.963800000027, 21695.162200000137 30707.028899999335, 21703.34810000006 30707.61690000072, 21713.67109999992 30708.34579999931, 21722.78249999974 30708.993799999356, 21730.483099999838 30709.55150000006, 21735.253999999724 30709.870600000024, 21735.60369999986 30704.96749999933, 21736.29580000043 30695.134999999776, 21736.028599999845 30695.11930000037, 21719.959900000133 30693.984799999744, 21697.867800000124 30692.423200000077, 21684.632199999876 30691.47770000063, 21684.629700000398 30691.376099999994, 21677.47589999996 30690.887499999255, 21662.167899999768 30689.807600000873, 21661.052299999632 30704.686899999157))"
298,310,76.8412210787,103.77739315,1.29387429058,Building,,01 17 37.94745N,103 46 38.61534E,,0.0,36.0054083749,76.8412210787,0.0,40.727103,13.575701,0.0,0.0,"POLYGON ((21770.00009999983 30692.762900000438, 21776.034099999815 30702.10859999992, 21781.940999999642 30698.417999999598, 21775.996000000276 30689.22030000016, 21770.00009999983 30692.762900000438))"
322,338,3792.58054543,103.773564429,1.30388257347,Building,,01 18 13.97726N,103 46 24.83194E,CREATE Tower/UTown Auditorium 1,0.0,369.181909816,3792.58054543,107.9,107.9,107.9,107.9,107.9,"POLYGON ((21375.784099999815 31761.794600000605, 21373.444000000134 31767.890799999237, 21369.42960000038 31766.349799999967, 21369.27730000019 31766.746600000188, 21369.268299999647 31766.769899999723, 21369.19830000028 31766.743100000545, 21369.174999999814 31766.803700000048, 21369.219100000337 31766.82069999911, 21364.427699999884 31779.302600000054, 21364.383600000292 31779.285700000823, 21364.360299999826 31779.346400000155, 21364.406999999657 31779.36429999955, 21364.23670000024 31779.807800000533, 21366.150600000285 31780.542400000617, 21365.548499999568 31782.110899999738, 21364.988400000148 31781.895800000057, 21365.373599999584 31780.892200000584, 21347.826899999753 31774.156600000337, 21342.569600000046 31787.852299999446, 21343.57320000045 31788.237500000745, 21343.12530000042 31789.40450000018, 21343.498700000346 31789.547800000757, 21342.773000000045 31791.438300000504, 21326.780700000003 31785.2993999999, 21326.610500000417 31785.742900000885, 21326.563900000416 31785.724999999627, 21326.54059999995 31785.785700000823, 21326.58469999954 31785.802600000054, 21321.79320000019 31798.28460000083, 21321.749099999666 31798.267599999905, 21321.72580000013 31798.328299999237, 21321.772499999963 31798.346200000495, 21321.602300000377 31798.789699999616, 21325.05700000003 31800.115800000727, 21324.387299999595 31801.860300000757, 21308.870500000194 31795.903899999335, 21303.072399999946 31811.00819999911, 21317.78220000025 31837.21710000001, 21319.362900000066 31836.330000000075, 21323.286100000143 31843.320100000128, 21352.854199999943 31826.724899999797, 21355.190799999982 31830.88819999993, 21367.45370000042 31824.66850000061, 21374.851700000465 31805.466199999675, 21374.933799999766 31805.252100000158, 21374.628399999812 31805.134800000116, 21375.82600000035 31802.015100000426, 21376.131400000304 31802.132300000638, 21376.213499999605 31801.91860000044, 21377.30730000045 31799.069099999964, 21386.533400000073 31802.610700000077, 21387.026100000367 31801.327099999413, 21388.134700000286 31801.75259999931, 21390.03270000033 31796.808399999514, 21388.92399999965 31796.38279999979, 21389.416699999943 31795.099400000647, 21380.190600000322 31791.557800000533, 21381.66069999989 31787.72809999995, 21381.302600000054 31787.590600000694, 21381.591099999845 31786.839099999517, 21390.808899999596 31790.37749999948, 21396.234600000083 31776.243100000545, 21390.463899999857 31774.02789999917, 21390.14389999956 31767.922399999574, 21398.083100000396 31767.53869999945, 21397.78569999989 31761.383500000462, 21396.02219999954 31761.468699999154, 21395.990799999796 31760.81780000031, 21375.784099999815 31761.794600000605))"
323,339,66.6464893633,103.773819203,1.30395459702,Building,,01 18 14.23655N,103 46 25.74913E,,0.0,34.00909965,66.6464893633,23.7,23.7,23.7,23.7,23.7,"POLYGON ((21374.71200000029 31812.91530000046, 21374.776300000027 31812.92430000007, 21374.77979999967 31812.89959999919, 21383.38069999963 31814.10830000043, 21384.09289999958 31809.04040000029, 21376.579699999653 31806.129599999636, 21374.851599999703 31805.466399999335, 21372.12210000027 31812.55120000057, 21374.71200000029 31812.91530000046))"
324,340,171.056603611,103.77401345,1.30357821727,Building,,01 18 12.88158N,103 46 26.44842E,,0.0,63.1128479777,171.056603611,23.7,23.7,23.7,23.7,23.7,"POLYGON ((21406.431300000288 31760.338300000876, 21406.134300000034 31760.3805999998, 21406.175999999978 31760.678300000727, 21406.216400000267 31760.97609999962, 21401.134300000034 31761.221699999645, 21401.10589999985 31760.634199999273, 21397.757299999706 31760.79600000009, 21398.083100000396 31767.53869999945, 21390.14389999956 31767.922399999574, 21390.463899999857 31774.02789999917, 21394.088600000367 31775.419299999252, 21394.446700000204 31774.48640000075, 21406.62200000044 31773.898099999875, 21406.6007000003 31774.194700000808, 21406.577999999747 31774.491200000048, 21406.877000000328 31774.514799999073, 21406.914400000125 31774.017400000244, 21406.90240000002 31774.01659999974, 21406.903199999593 31774.004599999636, 21406.915199999698 31774.00549999997, 21407.011599999852 31772.34180000052, 21407.011699999683 31772.341399999335, 21407.064199999906 31770.72049999982, 21407.0521999998 31770.72030000016, 21407.052400000393 31770.708300000057, 21407.064399999566 31770.708499999717, 21407.07579999976 31769.07029999979, 21407.063799999654 31769.07029999979, 21407.063799999654 31769.058299999684, 21407.07579999976 31769.058299999684, 21407.045199999586 31767.420299999416, 21407.033200000413 31767.42060000077, 21407.03289999999 31767.408600000665, 21407.044800000265 31767.40829999931, 21406.97240000032 31765.77160000056, 21406.960400000215 31765.77229999937, 21406.959800000302 31765.760299999267, 21406.971699999645 31765.759600000456, 21406.857400000095 31764.125, 21406.84549999982 31764.126000000164, 21406.844499999657 31764.11409999989, 21406.85639999993 31764.113099999726, 21406.700400000438 31762.482499999925, 21406.688500000164 31762.48379999958, 21406.68719999958 31762.471899999306, 21406.699099999852 31762.47059999965, 21406.520299999975 31760.98640000075, 21406.5083999997 31760.987900000066, 21406.506900000386 31760.97599999979, 21406.51879999973 31760.974500000477, 21406.431300000288 31760.338300000876))"
325,341,373.20644803,103.773556013,1.30416406715,Building,,01 18 14.99064N,103 46 24.80165E,,0.0,164.218839849,373.20644803,23.7,23.7,23.7,23.7,23.7,"POLYGON ((21323.373599999584 31847.412299999967, 21323.447100000456 31847.651200000197, 21325.023099999875 31847.1604999993, 21325.019500000402 31847.14900000021, 21325.030899999663 31847.145400000736, 21325.034500000067 31847.156899999827, 21326.595700000413 31846.659399999306, 21328.165000000037 31846.148000000045, 21328.161199999973 31846.136600000784, 21328.172600000165 31846.13289999962, 21328.17640000023 31846.144300000742, 21329.73089999985 31845.626299999654, 21329.726999999955 31845.614900000393, 21329.738400000148 31845.611099999398, 21329.74220000021 31845.62250000052, 21331.29330000002 31845.094200000167, 21331.289400000125 31845.082900000736, 21331.300699999556 31845.07899999991, 21331.30460000038 31845.09029999934, 21332.852199999616 31844.55189999938, 21332.84819999989 31844.54059999995, 21332.859500000253 31844.536599999294, 21332.863499999978 31844.547900000587, 21334.40749999974 31843.999299999326, 21334.403400000185 31843.987999999896, 21334.414699999616 31843.98389999941, 21334.41870000027 31843.995200000703, 21335.9589999998 31843.436400000006, 21335.954900000244 31843.425200000405, 21335.966199999675 31843.42100000009, 21335.97030000016 31843.43229999952, 21337.506900000386 31842.863299999386, 21337.50270000007 31842.852099999785, 21337.51389999967 31842.84789999947, 21337.518099999987 31842.85909999907, 21339.050900000148 31842.27999999933, 21339.0466 31842.26879999973, 21339.057900000364 31842.264599999413, 21339.062099999748 31842.275800000876, 21340.591099999845 31841.686599999666, 21340.58669999987 31841.675400000066, 21340.5979000004 31841.67100000009, 21340.602300000377 31841.68219999969, 21342.12729999982 31841.083000000566, 21342.122800000012 31841.071799999103, 21342.133999999613 31841.067399999127, 21342.13839999959 31841.07860000059, 21343.659500000067 31840.469200000167, 21343.65500000026 31840.458100000396, 21343.66610000003 31840.45360000059, 21343.670599999838 31840.46470000036, 21345.18759999983 31839.84539999999, 21345.183000000194 31839.83430000022, 21345.194099999964 31839.829800000414, 21345.19859999977 31839.840800000355, 21346.71150000021 31839.21150000021, 21346.70689999964 31839.20050000027, 21346.71789999958 31839.1958000008, 21346.72259999998 31839.206900000572, 21348.23120000027 31838.56760000065, 21348.226499999873 31838.55660000071, 21348.237599999644 31838.55179999955, 21348.24230000004 31838.56289999932, 21349.746700000018 31837.91369999945, 21349.74189999979 31837.90259999968, 21349.75289999973 31837.897900000215, 21349.75769999996 31837.908900000155, 21351.25779999979 31837.24970000051, 21351.25289999973 31837.2388000004, 21351.26389999967 31837.23389999941, 21351.26879999973 31837.24489999935, 21352.764499999583 31836.57579999976, 21352.759600000456 31836.56489999965, 21352.770499999635 31836.56000000052, 21352.775399999693 31836.57090000063, 21354.26669999957 31835.892000000924, 21354.261699999683 31835.881100000814, 21354.272599999793 31835.876099999994, 21354.27759999968 31835.887000000104, 21355.764399999753 31835.19830000028, 21355.759300000034 31835.1875, 21355.770200000145 31835.18239999935, 21355.775299999863 31835.19319999963, 21357.257399999537 31834.49479999952, 21357.252199999988 31834.48399999924, 21357.2631000001 31834.478800000623, 21357.268199999817 31834.489600000903, 21358.745799999684 31833.781400000677, 21358.740600000136 31833.770600000396, 21358.751400000416 31833.765300000086, 21358.756599999964 31833.776100000367, 21360.229500000365 31833.058100000024, 21360.224200000055 31833.047399999574, 21360.235000000335 31833.042099999264, 21360.240299999714 31833.052899999544, 21361.708399999887 31832.325200000778, 21361.702999999747 31832.314400000498, 21361.713700000197 31832.309100000188, 21361.719100000337 31832.319800000638, 21363.18230000045 31831.582399999723, 21363.17690000031 31831.571699999273, 21363.18759999983 31831.566299999133, 21363.19299999997 31831.576999999583, 21364.651399999857 31830.830000000075, 21364.645899999887 31830.819399999455, 21364.656499999575 31830.813799999654, 21364.661999999546 31830.824500000104, 21366.115399999544 31830.06790000014, 21366.109899999574 31830.05729999952, 21366.120400000364 31830.05169999972, 21366.126000000164 31830.06230000034, 21367.57039999962 31829.298399999738, 21367.56479999982 31829.287799999118, 21367.575299999677 31829.282199999318, 21367.58100000024 31829.292799999937, 21369.022699999623 31828.518100000918, 21369.016999999993 31828.507500000298, 21369.02749999985 31828.501800000668, 21369.033200000413 31828.512399999425, 21370.46980000008 31827.72819999978, 21370.463999999687 31827.71759999916, 21370.474499999546 31827.71189999953, 21370.480299999937 31827.72240000032, 21371.911700000055 31826.928700000048, 21371.905799999833 31826.918199999258, 21371.91629999969 31826.912399999797, 21371.922100000083 31826.922900000587, 21373.34819999989 31826.11979999952, 21373.34229999967 31826.109300000593, 21373.35280000046 31826.10339999944, 21373.35869999975 31826.11390000023, 21374.79050000012 31825.294999999925, 21374.66569999978 31825.07840000093, 21374.315700000152 31825.27969999984, 21373.965300000273 31825.480499999598, 21373.13870000001 31824.104900000617, 21374.711299999617 31812.914999999106, 21372.106999999844 31812.54900000058, 21367.45370000042 31824.66860000044, 21355.200000000186 31830.883600000292, 21352.863199999556 31826.71990000084, 21323.286100000143 31843.320100000128, 21319.27720000036 31836.177400000393, 21317.849299999885 31836.978800000623, 21321.90710000042 31844.208699999377, 21323.112200000323 31843.532299999148, 21325.004599999636 31846.90420000069, 21323.373599999584 31847.412299999967))"
326,342,2224.56067437,103.774251116,1.30430568655,Building,,01 18 15.50047N,103 46 27.30402E,,0.0,303.958463204,2224.56067437,59.2,59.2,59.2,59.2,59.2,"POLYGON ((21438.509200000204 31827.819399999455, 21438.545199999586 31827.72560000047, 21438.195100000128 31827.591199999675, 21437.164800000377 31830.275299999863, 21409.02199999988 31819.47210000083, 21404.590800000355 31831.015699999407, 21414.447399999946 31834.79930000007, 21413.735899999738 31836.65259999968, 21417.108199999668 31837.947200000286, 21416.346699999645 31839.930999999866, 21414.386900000274 31839.178700000048, 21414.243499999866 31839.552100000903, 21415.036899999715 31839.856699999422, 21411.381500000134 31849.379200000316, 21410.588200000115 31849.074599999934, 21410.444799999706 31849.44810000062, 21412.40460000001 31850.200400000438, 21411.582100000232 31852.343000000343, 21411.161999999546 31852.18170000054, 21410.219499999657 31854.637099999934, 21388.16830000002 31846.172299999744, 21383.73340000026 31857.72540000081, 21393.615399999544 31861.5186999999, 21392.85560000036 31863.497899999842, 21434.10599999968 31879.332699999213, 21439.30960000027 31865.776799999177, 21435.762500000186 31864.4151000008, 21436.783800000325 31861.754499999806, 21436.363699999638 31861.593299999833, 21436.275899999775 31861.822000000626, 21433.101700000465 31860.6035999991, 21433.959999999963 31858.367599999532, 21436.434000000358 31859.317299999297, 21440.30439999979 31849.234600000083, 21437.830400000326 31848.28500000015, 21438.636699999683 31846.184399999678, 21464.2396999998 31856.012700000778, 21468.52400000021 31844.851700000465, 21465.023099999875 31843.50779999979, 21466.86670000013 31838.705000000075, 21438.509200000204 31827.819399999455))"
327,347,1956.44641842,103.774663193,1.3038843693,Building,,01 18 13.67995N,103 46 27.48609E,,0.0,266.656351625,1956.44641842,49.1,49.1,49.1,49.1,49.1,"POLYGON ((21435.033800000325 31812.458599999547, 21442.256166767453 31815.14532290962, 21449.64410000015 31817.336100000888, 21449.571800000034 31817.61439999938, 21456.760727063538 31819.236801524105, 21464.039561007645 31820.390679960477, 21471.3777999999 31821.071200000122, 21472.521099999547 31810.194199999794, 21470.29090000037 31809.95979999937, 21470.522699999623 31807.753900000826, 21516.481999999844 31812.58449999988, 21516.474100000225 31812.659499999136, 21516.9216 31812.70649999939, 21516.93209999986 31812.607000000775, 21520.661600000225 31812.998999999836, 21521.911199999973 31801.109799999744, 21518.181699999608 31800.717800000682, 21518.792700000107 31794.90460000001, 21455.194000000134 31788.22000000067, 21454.829800000414 31791.6763000004, 21428.35049999971 31788.893200000748, 21427.062099999748 31801.20089999959, 21437.58949999977 31802.3069000002, 21437.38570000045 31804.246200000867, 21444.28230000008 31804.971300000325, 21444.279099999927 31805.003599999472, 21444.253800000064 31805.001000000164, 21444.04090000037 31807.026699999347, 21444.065999999642 31807.02930000052, 21444.06259999983 31807.061599999666, 21437.374400000088 31806.35859999992, 21435.05179999955 31812.411900000647, 21435.033800000325 31812.458599999547))"
328,346,194.704176441,103.774425558,1.30407314046,Building,,01 18 14.66331N,103 46 27.93201E,,0.0,65.299214436,194.704176441,59.2,59.2,59.2,59.2,59.2,"POLYGON ((21449.571299999952 31817.61429999955, 21449.6436999999 31817.335899999365, 21442.868300000206 31815.34769999981, 21442.809399999678 31815.500900000334, 21442.59539999999 31815.429999999702, 21441.93230000045 31817.15750000067, 21439.295099999756 31816.145099999383, 21439.09800000023 31816.658600000665, 21439.868099999614 31816.95419999957, 21436.875599999912 31824.74960000068, 21436.10560000036 31824.45399999991, 21435.908499999903 31824.96749999933, 21438.70930000022 31826.042600000277, 21438.08930000011 31827.65770000033, 21438.182599999942 31827.69349999912, 21438.218500000425 31827.600199999288, 21438.545199999586 31827.72560000047, 21438.509399999864 31827.819000000134, 21448.451899999753 31831.63609999977, 21449.08139999956 31829.996099999174, 21451.89429999981 31831.07589999959, 21452.16309999954 31830.375700000674, 21451.381000000052 31830.07550000027, 21454.292399999686 31822.491200000048, 21455.074400000274 31822.791500000283, 21455.2714999998 31822.278000000864, 21454.48950000014 31821.97780000046, 21454.561200000346 31821.7910999991, 21452.693900000304 31821.074300000444, 21453.645999999717 31818.593900000677, 21449.571299999952 31817.61429999955))"
329,348,13435.5784209,103.772448187,1.30468440806,Building,,01 18 16.86387N,103 46 20.81347E,Stephen Riady Centre/UTown Auditorium 2,0.0,565.633418604,13435.5784209,29.5,29.5,29.5,29.5,29.5,"POLYGON ((21156.412200000137 31964.853700000793, 21156.45600000024 31964.854199999943, 21158.270499999635 31964.876099999994, 21163.31759999972 31964.93759999983, 21169.336299999617 31965.01080000028, 21169.48629999999 31965.012599999085, 21181.610399999656 31965.156999999657, 21181.610399999656 31965.16000000015, 21182.360299999826 31965.16909999959, 21188.07320000045 31965.23860000074, 21190.009800000116 31965.262099999934, 21190.759700000286 31965.271299999207, 21198.409099999815 31965.36429999955, 21207.107800000347 31965.47000000067, 21209.161100000143 31965.49499999918, 21209.17360000033 31965.495100000873, 21209.288700000383 31965.497800000012, 21209.403800000437 31965.50239999965, 21209.51879999973 31965.508999999613, 21209.633700000122 31965.517699999735, 21209.748399999924 31965.528300000355, 21209.862900000066 31965.54099999927, 21209.977199999616 31965.555600000545, 21210.091099999845 31965.572300000116, 21210.204900000244 31965.590600000694, 21210.22609999962 31965.594399999827, 21210.3180999998 31965.61150000058, 21210.406600000337 31965.629000000656, 21210.654199999757 31965.678500000387, 21210.83409999963 31965.716099999845, 21211.08090000041 31965.769899999723, 21211.260099999607 31965.810599999502, 21211.505800000392 31965.868699999526, 21211.684399999678 31965.912100000307, 21211.9291000003 31965.974500000477, 21212.35039999988 31966.088099999353, 21212.769700000063 31966.20900000073, 21213.186700000428 31966.337200000882, 21213.601499999873 31966.47269999981, 21214.01379999984 31966.615399999544, 21214.42360000033 31966.765300000086, 21214.830699999817 31966.922299999744, 21215.235000000335 31967.08640000038, 21215.636300000362 31967.257500000298, 21216.034699999727 31967.435599999502, 21216.42980000004 31967.620699999854, 21216.821700000204 31967.81259999983, 21217.210099999793 31968.01129999943, 21217.59509999957 31968.21670000069, 21217.976400000043 31968.428899999708, 21218.353900000453 31968.647600000724, 21218.727500000037 31968.872899999842, 21219.097199999727 31969.104699999094, 21219.462700000033 31969.343000000343, 21219.824099999852 31969.587500000373, 21220.181099999696 31969.838400000706, 21220.533699999563 31970.09539999999, 21220.881699999794 31970.35850000009, 21221.22520000022 31970.62769999914, 21221.381099999882 31970.43229999952, 21222.669999999925 31968.770999999717, 21222.889200000092 31968.498099999502, 21225.488699999638 31965.26050000079, 21225.48959999997 31965.18459999934, 21225.547799999826 31960.346300000325, 21225.618400000036 31954.53339999914, 21225.707299999893 31947.240900000557, 21225.752199999988 31943.526699999347, 21225.783200000413 31940.98310000077, 21226.071800000034 31940.98660000041, 21226.169506335253 31940.97980563548, 21226.264805518735 31940.957205702656, 21226.355158173646 31940.919402408002, 21226.438156730153 31940.86740307191, 21226.511589578415 31940.80259328767, 21226.57349999994 31940.726700000465, 21231.46769999992 31933.61160000041, 21231.473500000313 31933.60319999978, 21232.095519068982 31932.51377241918, 21232.52724494768 31931.335904455096, 21232.75659811369 31930.102552396518, 21232.777161354345 31928.848224955902, 21232.588359318146 31927.608017728748, 21232.19547461287 31926.41663123247, 21231.609500000253 31925.30739999935, 21233.664655386445 31924.557070075603, 21235.623200000264 31923.582000000402, 21237.755644143428 31922.175092841248, 21239.686616207448 31920.50235476666, 21241.38320000004 31918.59229999967, 21243.159595830548 31915.867529071387, 21244.46007441484 31912.886134396063, 21245.248700000346 31909.730499999598, 21246.142099999823 31911.030700000003, 21246.950400000438 31911.912000000477, 21247.00820000004 31911.951400000602, 21248.1632000003 31912.374399999157, 21248.232800000347 31912.381699999794, 21249.039400000125 31912.264900000766, 21249.450199999847 31912.205499999225, 21249.514899999835 31912.178799999878, 21254.17679999955 31909.14670000039, 21270.846699999645 31898.30470000021, 21270.947100000456 31898.20659999922, 21271.556200000457 31897.61150000058, 21271.59539999999 31897.553500000387, 21272.015100000426 31896.39719999954, 21272.02219999954 31896.327600000426, 21271.949799999595 31895.838099999353, 21271.84240000043 31895.110799999908, 21270.69820000045 31893.026200000197, 21271.528300000355 31892.560300000012, 21271.79456200484 31892.43819555937, 21272.07710330769 31892.360895095968, 21272.368441237657 31892.330445793516, 21272.66086015838 31892.347654054898, 21272.946615805122 31892.41206414581, 21273.218140379697 31892.521970264203, 21273.46824297194 31892.6744617158, 21273.6902999999 31892.865499999374, 21274.014803165206 31893.15634474713, 21274.38487874025 31893.386425255536, 21274.789283461043 31893.548751449944, 21275.215731110016 31893.638391699144, 21275.65126578352 31893.652622643225, 21276.08265550506 31893.59101193196, 21276.496794225903 31893.455431360017, 21276.881099999882 31893.25, 21277.316200000234 31892.966000000015, 21282.463100000285 31889.607000000775, 21282.82639999967 31889.365299999714, 21283.185399999842 31889.117399999872, 21283.540099999867 31888.863199999556, 21283.756900000386 31888.703099999577, 21283.890200000256 31888.60290000029, 21284.235799999908 31888.33650000021, 21284.36990000028 31888.230499999598, 21284.576600000262 31888.064099999145, 21284.91270000022 31887.785800000653, 21285.243800000288 31887.501700000837, 21285.570000000298 31887.2117999997, 21285.89099999983 31886.916300000623, 21286.20679999981 31886.615199999884, 21286.517300000414 31886.308700000867, 21286.822399999946 31885.996799999848, 21287.12210000027 31885.67960000038, 21287.19290000014 31885.60300000012, 21288.484600000083 31884.199899999425, 21289.637400000356 31882.947499999776, 21290.071899999864 31882.47550000064, 21290.579900000244 31881.923699999228, 21296.139899999835 31875.883799999952, 21298.363499999978 31873.468299999833, 21300.17999662075 31873.1223833787, 21301.934399999678 31872.53810000047, 21302.047899999656 31872.815799999982, 21304.131723659662 31871.755648449795, 21306.01307909075 31870.36757637051, 21307.640847300925 31868.68929957293, 21308.97079960873 31866.7664191257, 21309.966799396785 31864.65118231211, 21310.601783992963 31862.401063000165, 21310.85850000009 31860.077199999243, 21310.98629999999 31860.00540000014, 21310.88850000035 31859.83100000024, 21310.417399999686 31855.96719999984, 21306.96239999961 31849.811400000006, 21309.120699999854 31848.599999999627, 21285.91270000022 31807.24970000051, 21263.501299999654 31819.828199999407, 21264.696899999864 31821.958499999717, 21260.109400000423 31824.53329999931, 21258.542500000447 31822.611199999228, 21227.830000000075 31838.407299999148, 21228.931300000288 31840.3694000002, 21228.517099999823 31840.601900000125, 21227.41579999961 31838.639799999073, 21222.924800000153 31841.16039999947, 21224.08719999995 31843.23149999976, 21225.702399999835 31846.109200000763, 21225.658800000325 31846.133700000122, 21225.20089999959 31846.390599999577, 21222.423399999738 31841.441800000146, 21197.48390000034 31851.803999999538, 21194.131500000134 31853.196799999103, 21197.51900000032 31859.232400000095, 21186.70600000024 31861.009400000796, 21185.367251234307 31861.426964595637, 21184.120311090657 31862.068641093025, 21183.002370111328 31862.91529120723, 21182.046771381156 31863.94166322363, 21181.282016055495 31865.11714514226, 21180.730913300635 31866.406677694282, 21180.40990000032 31867.77180000022, 21180.326402789447 31869.07670666377, 21180.453432359354 31870.37809694849, 21180.787694834013 31871.642225811713, 21181.320522789356 31872.836314399214, 21182.03809999954 31873.92940000072, 21181.95679999981 31873.93449999951, 21181.8507000003 31873.94299999997, 21181.74480000045 31873.95340000093, 21181.639100000262 31873.965700000525, 21181.533599999733 31873.979699999094, 21181.428299999796 31873.995600000024, 21181.32340000011 31874.01339999959, 21181.218700000085 31874.03299999982, 21181.11450000014 31874.05440000072, 21181.01059999969 31874.077600000426, 21180.90710000042 31874.1026000008, 21180.8041000003 31874.129399999976, 21180.701600000262 31874.15809999965, 21180.599600000307 31874.188500000164, 21180.498100000434 31874.22059999965, 21180.39719999954 31874.254599999636, 21180.297000000253 31874.29030000046, 21180.197300000116 31874.327700000256, 21180.09839999955 31874.36690000072, 21180.00009999983 31874.40780000016, 21179.90249999985 31874.450400000438, 21179.805800000206 31874.49469999969, 21179.709800000302 31874.54069999978, 21179.61459999997 31874.588400000706, 21179.520299999975 31874.637700000778, 21179.42679999955 31874.688699999824, 21179.33430000022 31874.741200000048, 21179.242600000463 31874.795399999246, 21179.15199999977 31874.85119999945, 21179.06230000034 31874.908500000834, 21178.973600000143 31874.9673999995, 21178.88599999994 31875.02789999917, 21178.79949999973 31875.08980000019, 21178.713999999687 31875.153300000355, 21178.629700000398 31875.218200000003, 21178.54650000017 31875.28460000083, 21178.46449999977 31875.352499999106, 21178.383600000292 31875.421800000593, 21178.303999999538 31875.492399999872, 21178.2257000003 31875.564500000328, 21178.148599999957 31875.637900000438, 21178.0728000002 31875.712600000203, 21177.998300000094 31875.78869999945, 21177.925200000405 31875.866000000387, 21177.85340000037 31875.944599999115, 21177.78299999982 31876.02439999953, 21177.713999999687 31876.105499999598, 21177.6464999998 31876.18769999966, 21177.580400000326 31876.271199999377, 21177.51570000034 31876.355699999258, 21177.468799999915 31876.41899999976, 21176.547899999656 31877.97020000033, 21175.80460000038 31879.22220000066, 21173.79910000041 31878.036800000817, 21173.800999999978 31878.03309999965, 21173.756400000304 31878.01060000062, 21173.71169999987 31877.988099999726, 21173.667100000195 31877.965600000694, 21168.827399999835 31887.567099999636, 21162.28289999999 31900.55110000074, 21157.082600000314 31910.868200000376, 21157.072599999607 31911.69019999914, 21156.943699999712 31922.2957000006, 21156.93989999965 31922.605000000447, 21156.91590000037 31924.582200000063, 21155.422399999574 31924.563899999484, 21155.20590000041 31924.561300000176, 21155.15730000008 31924.560699999332, 21153.21729999967 31924.537100000307, 21153.19269999955 31926.561499999836, 21153.038800000213 31939.218599999323, 21153.033599999733 31939.644200000912, 21153.00239999965 31942.216199999675, 21152.68989999965 31944.044700000435, 21152.674999999814 31945.27459999919, 21152.669499999844 31945.728800000623, 21152.65789999999 31946.68170000054, 21152.50789999962 31946.679899999872, 21151.000699999742 31946.661499999464, 21150.848799999803 31946.65970000066, 21147.75800000038 31964.748500000685, 21156.362200000323 31964.85309999995, 21156.412200000137 31964.853700000793))"
