,OBJECTID,Area_SVY21,Point_X,Point_Y,Land_Use,Remarks,DMSLat,DMSLon,Building,Distance,Shape_Leng,Shape_Area,Bld_height,Bld_heig_1,Bld_heig_2,Bld_heig_3,Bld_heig_4,geometry
21,22,47.1758452791,103.770486424,1.29911430604,Building,,01 17 56.81150N,103 46 13.75113E,,0.0,27.4837846789,47.1758452791,0.0,42.872483,21.436242,21.436242,0.0,"POLYGON ((21011.960900000297 31273.577400000766, 21005.60329999961 31270.51889999956, 21002.720900000073 31276.552699999884, 21009.07849999983 31279.611099999398, 21011.960900000297 31273.577400000766))"
22,23,3954.60033358,103.770759411,1.29852187295,Building,,01 17 54.67874N,103 46 14.73388E,EW1,0.0,391.074119062,3954.60033358,0.0,52.034977,44.862565,45.454796,0.0,"POLYGON ((21055.944000000134 31208.982000000775, 21066.183199999854 31187.26909999922, 21076.83139999956 31192.190600000322, 21077.838100000285 31189.936499999836, 21067.26879999973 31184.96710000001, 21068.542399999686 31182.26620000042, 21062.8535000002 31179.574599999934, 21064.58640000038 31175.8833000008, 21068.71690000035 31167.08479999937, 21076.357699999586 31150.844200000167, 21054.298200000077 31140.465800000355, 21033.78289999999 31183.936400000006, 21032.755800000392 31186.112700000405, 21030.514299999923 31190.862299999222, 21023.620099999942 31205.47059999965, 21023.593000000343 31205.528000000864, 21020.5186999999 31212.112199999392, 21020.23330000043 31212.723400000483, 21020.167999999598 31212.860999999568, 21019.446399999782 31214.38030000031, 21016.833599999547 31219.881100000814, 21015.80680000037 31222.053200000897, 21013.60560000036 31226.7098999992, 21010.198800000362 31233.916999999434, 21005.121899999678 31244.657099999487, 21003.74969999958 31247.585599999875, 21003.316300000064 31248.510399999097, 20998.463800000027 31258.791600000113, 20994.43730000034 31267.164799999446, 20993.07639999967 31269.99469999969, 21000.79930000007 31273.655200000852, 21003.84539999999 31267.164799999446, 21004.14919999987 31266.517599999905, 21004.156799999997 31266.52229999937, 21011.892199999653 31270.162200000137, 21016.794800000265 31272.44569999911, 21018.758999999613 31268.271199999377, 21023.59509999957 31258.221200000495, 21031.08090000041 31261.70629999973, 21038.958200000226 31245.001800000668, 21047.85879999958 31249.292700000107, 21049.09530000016 31246.537699999288, 21040.204499999993 31242.35879999958, 21049.685800000094 31222.253100000322, 21055.944000000134 31208.982000000775))"
23,24,109.206770234,103.770840383,1.29778540685,Building,,01 17 52.02746N,103 46 15.02538E,,0.0,74.9948255118,109.206770234,0.0,49.389067,8.231511,0.0,0.0,"POLYGON ((21046.702499999665 31121.36659999937, 21045.746100000106 31118.703199999407, 21042.860999999568 31110.66860000044, 21040.102400000207 31111.778300000355, 21041.414499999955 31115.40509999916, 21043.99500000011 31122.588099999353, 21046.67650000006 31130.052400000393, 21046.775700000115 31130.32860000059, 21047.851200000383 31133.65770000033, 21048.391900000162 31135.33149999939, 21045.218299999833 31142.18700000085, 21048.773299999535 31143.8507000003, 21052.18740000017 31136.555600000545, 21049.559000000358 31129.321399999782, 21046.702499999665 31121.36659999937))"
24,25,514.589318686,103.771960322,1.29875491579,Building,,01 17 55.51770N,103 46 19.05716E,LT6,0.0,89.5510288364,514.589318686,0.0,71.228571,54.697172,59.266846,59.266845,"POLYGON ((21164.134600000456 31224.446299999952, 21158.379499999806 31236.623800000176, 21159.22319999989 31236.98330000043, 21163.92669999972 31249.984899999574, 21171.452899999917 31247.329900000244, 21172.962899999693 31246.797299999744, 21173.52479999978 31248.569700000808, 21177.922000000253 31247.015799999237, 21178.45650000032 31245.912100000307, 21179.150299999863 31244.479499999434, 21181.153500000015 31243.751099999994, 21183.971499999985 31237.778400000185, 21183.824400000274 31237.367900000885, 21182.4506000001 31233.53519999981, 21181.373499999754 31230.530300000682, 21181.104299999774 31229.636600000784, 21177.57070000004 31219.504200000316, 21170.58110000007 31222.075099999085, 21164.134600000456 31224.446299999952))"
25,26,1489.26364726,103.772513637,1.297561667,Building,,01 17 51.22200N,103 46 21.04909E,NUS Infomation Technology,0.0,202.162226499,1489.26364726,0.0,67.917967,60.243354,63.499877,61.024923,"POLYGON ((21224.230000000447 31126.232799999416, 21222.923499999568 31122.57599999942, 21221.62239999976 31118.934399999678, 21232.357200000435 31115.20639999956, 21234.82029999979 31114.35099999979, 21260.11139999982 31105.56780000031, 21261.305499999784 31105.153100000694, 21262.404000000097 31104.77160000056, 21265.972000000067 31103.526699999347, 21263.718200000003 31096.37480000034, 21258.636500000022 31082.32840000093, 21258.340800000355 31082.434000000358, 21258.243800000288 31082.142100000754, 21227.288800000213 31093.242599999532, 21225.650399999693 31088.64650000073, 21228.113499999978 31087.76850000024, 21226.983000000007 31084.446000000462, 21222.112099999562 31086.18219999969, 21221.89699999988 31085.623900000006, 21218.218999999575 31086.92090000026, 21221.245199999772 31095.40990000032, 21202.988099999726 31101.960100000724, 21203.07919999957 31102.24719999917, 21202.82050000038 31102.349300000817, 21210.23120000027 31123.16579999961, 21210.51379999984 31123.07320000045, 21213.12200000044 31130.262700000778, 21224.230000000447 31126.232799999416))"
26,27,3173.05822262,103.77219801,1.29850641439,Building,,01 17 54.62309N,103 46 19.91284E,E4,0.0,567.828506885,3173.05822262,0.0,75.273525,61.014052,71.192803,71.228571,"POLYGON ((21135.308100000024 31265.44280000031, 21138.063500000164 31259.52950000018, 21141.147499999963 31260.981899999082, 21145.90460000001 31263.22230000049, 21146.156000000425 31262.688300000504, 21146.07870000042 31262.65499999933, 21147.094200000167 31260.506200000644, 21148.23390000034 31258.094699999318, 21158.379900000058 31236.623999999836, 21164.134600000456 31224.446299999952, 21170.58110000007 31222.075099999085, 21177.57070000004 31219.504200000316, 21179.758600000292 31218.699400000274, 21190.810300000012 31214.634199999273, 21192.338999999687 31214.071900000796, 21194.064100000076 31213.43740000017, 21194.671900000423 31213.213800000027, 21195.0979000004 31213.05709999986, 21195.121799999848 31213.048399999738, 21195.403300000355 31212.944800000638, 21195.507199999876 31212.906600000337, 21195.52740000002 31212.962700000033, 21196.628299999982 31216.019200000912, 21195.523000000045 31216.418099999428, 21196.454900000244 31219.370300000533, 21194.65799999982 31220.031300000846, 21195.95370000042 31223.667199999094, 21200.514000000432 31222.063899999484, 21203.415000000037 31221.045199999586, 21203.995600000024 31220.840900000185, 21203.615100000054 31219.791200000793, 21202.73909999989 31217.374299999326, 21206.590300000273 31215.962600000203, 21205.806499999948 31213.7910999991, 21204.379399999976 31209.837899999693, 21207.414800000377 31208.717800000682, 21216.59800000023 31205.32909999974, 21217.33690000046 31205.056399999186, 21218.362800000235 31204.677899999544, 21222.74749999959 31203.106899999082, 21223.5521999998 31205.431399999186, 21219.238199999556 31206.976500000805, 21220.518099999987 31210.33709999919, 21226.707700000145 31208.13639999926, 21224.55429999996 31202.458200000226, 21226.05470000021 31201.919500000775, 21233.926099999808 31199.093599999323, 21239.387299999595 31197.13309999928, 21250.99179999996 31192.96700000018, 21253.946399999782 31191.906300000846, 21258.894600000232 31190.129899999127, 21260.137799999677 31193.60889999941, 21254.145100000314 31195.760299999267, 21255.441300000064 31199.387299999595, 21261.775999999605 31197.139900000766, 21261.9271999998 31197.582200000063, 21264.450100000016 31196.685599999502, 21264.29069999978 31196.240700000897, 21269.133500000462 31194.51139999926, 21267.862399999984 31190.835799999535, 21262.984899999574 31192.5867999997, 21261.7416000003 31189.107799999416, 21269.811999999918 31186.210599999875, 21273.22259999998 31184.986199999228, 21272.71160000004 31183.564400000498, 21277.53280000016 31181.67600000091, 21275.810300000012 31176.930600000545, 21271.004099999554 31178.813200000674, 21267.241499999538 31168.343900000677, 21255.764299999923 31172.47020000033, 21255.735100000165 31172.389200000092, 21253.19039999973 31165.31790000014, 21250.72539999988 31166.20370000042, 21253.262000000104 31173.289300000295, 21253.27940000035 31173.337899999693, 21253.283800000325 31173.350299999118, 21253.287499999627 31173.360700000077, 21196.06520000007 31193.933800000697, 21193.496700000018 31186.76899999939, 21190.938199999742 31187.688400000334, 21193.5 31194.83440000005, 21189.58189999964 31196.232400000095, 21190.562099999748 31199.02150000073, 21184.86409999989 31201.074599999934, 21184.347099999897 31199.574500000104, 21184.161100000143 31199.6381000001, 21178.142300000414 31201.80150000006, 21169.106700000353 31205.04920000024, 21161.77960000001 31207.67129999958, 21152.889600000344 31210.86409999989, 21152.35570000019 31211.033600000665, 21147.520600000396 31221.379899999127, 21147.08420000039 31221.180400000885, 21146.542000000365 31222.30670000054, 21143.775200000033 31220.979900000617, 21143.834800000302 31220.83970000036, 21143.501899999566 31220.684200000018, 21143.43460000027 31220.825200000778, 21140.623399999924 31219.48369999975, 21142.824000000022 31214.857100000605, 21139.74710000027 31213.38859999925, 21139.10059999954 31214.678600000218, 21132.466000000015 31211.53810000047, 21130.94539999962 31214.77979999967, 21129.781000000425 31217.262000000104, 21132.883600000292 31218.726800000295, 21133.824500000104 31219.17109999992, 21133.82899999991 31219.1763000004, 21133.30680000037 31220.291300000623, 21133.32320000045 31220.274900000542, 21133.311599999666 31220.29930000007, 21131.615500000305 31223.88299999945, 21135.113199999556 31225.552999999374, 21137.238499999978 31221.09809999913, 21137.334900000133 31220.896099999547, 21147.3097000001 31225.51090000011, 21138.19259999972 31244.842700000852, 21129.63850000035 31262.750700000674, 21135.308100000024 31265.44280000031))"
27,28,148.613968342,103.772557937,1.29779389762,Building,,01 17 52.05803N,103 46 21.20857E,,0.0,72.7320277482,148.613968342,0.0,58.668738,27.220391,25.106413,0.0,"POLYGON ((21243.973500000313 31135.94329999946, 21242.05709999986 31130.909099999815, 21245.8666000003 31129.534499999136, 21244.55700000003 31125.905300000682, 21239.689500000328 31127.645099999383, 21234.82029999979 31114.35099999979, 21232.357200000435 31115.20639999956, 21235.60850000009 31124.224199999124, 21232.17179999966 31125.57569999993, 21234.667299999855 31132.492499999702, 21233.33700000029 31132.96710000001, 21235.443799999543 31139.00569999963, 21239.099700000137 31137.673000000417, 21243.973500000313 31135.94329999946))"
28,29,534.855034463,103.772947375,1.29765849824,Building,,01 17 51.57059N,103 46 22.61055E,,0.0,157.431541447,534.855034463,0.0,56.354046,46.656792,56.339452,0.0,"POLYGON ((21267.39919999987 31127.629599999636, 21266.262799999677 31124.39670000039, 21268.33409999963 31123.653899999335, 21285.394500000402 31117.53559999913, 21292.178000000305 31115.10290000029, 21310.96210000012 31108.366499999538, 21308.104700000025 31100.37759999931, 21289.35919999983 31107.085100000724, 21282.50499999989 31109.537699999288, 21282.08640000038 31109.6875, 21269.802899999544 31114.079600000754, 21267.83999999985 31108.565899999812, 21264.27190000005 31109.810799999163, 21263.01599999983 31110.263800000772, 21261.305499999784 31105.153100000694, 21260.11139999982 31105.56780000031, 21264.038700000383 31116.179999999702, 21263.368200000376 31116.363199999556, 21255.946000000462 31119.053200000897, 21258.808000000194 31127.042400000617, 21260.37249999959 31126.412200000137, 21261.595700000413 31129.689200000837, 21267.39919999987 31127.629599999636))"
29,30,1829.70655579,103.77270916,1.29860664444,Building,,01 17 54.98392N,103 46 21.75298E,E4A,0.0,287.193911571,1829.70655579,0.0,62.134887,36.94878,57.490519,0.0,"POLYGON ((21269.60570000019 31202.53329999931, 21266.876299999654 31203.460699999705, 21266.270399999805 31201.76889999956, 21264.95629999973 31198.099199999124, 21264.450100000016 31196.685599999502, 21261.9271999998 31197.582200000063, 21263.667000000365 31202.6707000006, 21264.275299999863 31204.449899999425, 21259.33990000002 31206.19009999931, 21259.35080000013 31206.221499999985, 21259.259800000116 31206.254200000316, 21216.900799999945 31221.49190000072, 21213.988300000317 31227.59180000052, 21204.07299999986 31222.81240000017, 21203.415000000037 31221.045199999586, 21200.514000000432 31222.063899999484, 21201.242700000294 31224.063899999484, 21201.57569999993 31224.97780000046, 21203.19319999963 31225.75280000083, 21203.234799999744 31225.772700000554, 21203.461000000127 31225.88099999912, 21204.37210000027 31226.31750000082, 21212.686499999836 31230.30110000074, 21210.175499999896 31235.6166999992, 21208.224499999546 31239.738399999216, 21208.235700000077 31239.743000000715, 21212.08469999954 31241.558299999684, 21217.242800000124 31243.993000000715, 21216.827999999747 31244.803500000387, 21220.47790000029 31246.521099999547, 21220.89169999957 31245.712600000203, 21223.294200000353 31246.84490000084, 21228.631299999543 31235.524800000712, 21229.055300000124 31234.60659999959, 21275.179899999872 31218.118499999866, 21276.51099999994 31217.640499999747, 21280.607499999925 31229.00809999928, 21298.85109999962 31222.487800000235, 21288.091599999927 31192.43449999951, 21287.10840000026 31193.27930000052, 21278.17100000009 31197.794700000435, 21273.67920000013 31199.498900000006, 21270.68719999958 31200.633999999613, 21271.182799999602 31201.99730000086, 21269.60570000019 31202.53329999931))"
30,31,195.600941219,103.771203067,1.29800243503,Building,,01 17 52.80877N,103 46 16.33104E,McDonald,0.0,57.1906197113,195.600941219,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21085.683500000276 31161.11199999973, 21095.583300000057 31157.588199999183, 21093.821899999864 31152.621500000358, 21093.201700000092 31150.87270000018, 21090.305200000294 31142.900900000706, 21090.49450000003 31142.827299999073, 21090.390300000086 31142.523199999705, 21078.610600000247 31146.803300000727, 21080.678600000218 31152.621500000358, 21081.288700000383 31154.338099999353, 21081.156799999997 31154.384600000456, 21083.430100000463 31160.795199999586, 21085.32330000028 31160.10899999924, 21085.683500000276 31161.11199999973))"
31,32,141.409241984,103.770797835,1.29802223955,Building,,01 17 52.88006N,103 46 14.87221E,,0.0,52.4457577511,141.409241984,42.920501,43.091098,43.005765,43.00572,42.920501,"POLYGON ((21049.41050000023 31147.504200000316, 21042.54619999975 31144.26840000041, 21041.874200000428 31145.689400000498, 21037.610399999656 31154.705499999225, 21034.579800000414 31161.1138000004, 21041.444099999964 31164.349600000307, 21049.41050000023 31147.504200000316))"
32,33,1957.82526168,103.771515565,1.29793499769,Building,,01 17 52.56599N,103 46 17.45604E,Techno Edge,0.0,219.392458656,1957.82526168,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21117.449799999595 31175.520700000226, 21121.738300000317 31174.050300000235, 21121.750400000252 31174.04619999975, 21122.531799999997 31173.778200000525, 21122.40730000008 31173.422100000083, 21118.930300000124 31163.48399999924, 21121.756400000304 31162.34769999981, 21132.807900000364 31167.571599999443, 21138.256299999543 31156.044999999925, 21143.477500000037 31145.033999999985, 21151.18989999965 31128.672700000927, 21151.185600000434 31128.667999999598, 21143.48350000009 31125.054999999702, 21131.42090000026 31119.39650000073, 21122.85560000036 31115.32330000028, 21120.980299999937 31114.43150000088, 21120.568900000304 31114.235799999908, 21118.976800000295 31117.626099999994, 21118.868800000288 31117.85600000061, 21116.92700000014 31121.991000000387, 21116.761900000274 31122.34259999916, 21110.088899999857 31136.52969999984, 21108.792899999768 31136.98399999924, 21107.83129999973 31134.356699999422, 21104.98940000031 31126.59219999984, 21101.190700000152 31127.982599999756, 21099.188599999994 31128.71539999917, 21099.911700000055 31130.67139999941, 21101.27190000005 31134.35099999979, 21099.099799999967 31135.123900000006, 21099.87480000034 31137.26889999956, 21096.208399999887 31138.610799999908, 21097.062099999748 31141.096000000834, 21099.57880000025 31148.422599999234, 21097.769799999893 31149.071299999952, 21102.52969999984 31162.38819999993, 21104.044700000435 31166.485099999234, 21104.093399999663 31166.485400000587, 21106.19799999986 31172.21690000035, 21106.27469999995 31172.425899999216, 21106.245299999602 31172.435699999332, 21107.618700000457 31176.14959999919, 21113.233199999668 31174.237800000235, 21114.110500000417 31176.66559999995, 21117.088299999945 31175.644600000232, 21117.449799999595 31175.520700000226))"
33,34,2396.82880784,103.772108979,1.2997441679,Building,,01 17 59.07900N,103 46 19.59232E,T-Lab,0.0,241.885126749,2396.82880784,0.0,80.926813,69.288969,75.486807,67.536808,"POLYGON ((21191.909500000067 31373.363399999216, 21197.319000000134 31361.938699999824, 21198.16339999996 31362.661199999973, 21200.145200000145 31360.270899999887, 21201.413800000213 31358.36150000058, 21202.735500000417 31355.89660000056, 21203.466400000267 31354.188100000843, 21204.520299999975 31350.8881000001, 21205.076500000432 31347.91039999947, 21203.949400000274 31347.767699999735, 21206.639999999665 31342.04360000044, 21210.3909 31334.10300000012, 21215.014100000262 31324.30470000021, 21216.607200000435 31325.07589999959, 21216.756299999543 31324.782199999318, 21215.06790000014 31323.97079999931, 21218.34460000042 31316.963400000706, 21215.232099999674 31315.542199999094, 21214.83710000012 31316.38089999929, 21196.568400000222 31307.776799999177, 21189.54409999959 31304.46759999916, 21185.73639999982 31312.54050000012, 21184.128700000234 31311.75039999932, 21184.070100000128 31311.85319999978, 21180.743099999614 31318.870500000194, 21182.384700000286 31319.658900000155, 21182.14719999954 31320.18150000088, 21175.630900000222 31334.02910000086, 21176.028400000185 31334.22790000029, 21172.765399999917 31341.158900000155, 21172.033800000325 31340.810699999332, 21170.303700000048 31339.987299999222, 21170.04389999993 31339.86370000057, 21168.578099999577 31342.993100000545, 21170.757500000298 31344.009199999273, 21173.643299999647 31345.354699999094, 21172.862200000323 31347.025800000876, 21170.098799999803 31345.731699999422, 21166.85610000044 31352.63550000079, 21162.095700000413 31362.74770000018, 21159.697300000116 31361.59539999999, 21159.67430000007 31361.64719999954, 21155.352199999616 31370.866200000048, 21158.455699999817 31372.330299999565, 21158.857200000435 31371.48149999976, 21163.83990000002 31373.833399999887, 21167.455099999905 31375.539899999276, 21168.03529999964 31375.81289999932, 21169.20129999984 31376.36160000041, 21175.784199999645 31379.45940000005, 21186.610600000247 31384.55450000055, 21191.909500000067 31373.363399999216))"
34,35,2383.41668274,103.77251068,1.29917896407,Building,,01 17 57.04427N,103 46 21.03845E,EW2,0.0,239.700196836,2383.41668274,0.0,62.134729,50.790011,56.032923,56.032923,"POLYGON ((21226.564299999736 31250.759700000286, 21227.87480000034 31251.379899999127, 21227.806200000457 31251.525699999183, 21227.577899999917 31252.01109999977, 21225.822499999776 31255.742900000885, 21225.289400000125 31256.876299999654, 21223.735999999568 31260.178600000218, 21222.962700000033 31261.822699999437, 21221.200299999677 31265.565600000322, 21220.227599999867 31267.631400000304, 21217.09229999967 31274.278599999845, 21212.870299999602 31283.229900000617, 21207.12260000035 31280.503100000322, 21206.18209999986 31282.490499999374, 21199.58700000029 31296.566899999976, 21206.65479999967 31299.900200000033, 21206.43740000017 31300.384199999273, 21218.366399999708 31306.1118999999, 21231.417799999937 31312.299900000915, 21227.98429999966 31319.471300000325, 21235.944699999876 31323.241399999708, 21241.3591 31311.78339999914, 21242.96200000029 31308.39140000008, 21242.832000000402 31308.3292999994, 21243.241299999878 31307.463999999687, 21243.617499999702 31306.66860000044, 21243.568300000392 31306.636800000444, 21243.57610000018 31306.61350000091, 21243.41899999976 31306.52459999919, 21249.19249999989 31294.183000000194, 21249.14400000032 31294.15420000069, 21249.24469999969 31293.778200000525, 21252.156000000425 31287.673100000247, 21254.438000000082 31282.887599999085, 21255.028199999593 31281.650000000373, 21251.8853000002 31280.134700000286, 21252.882399999537 31278.020600000396, 21261.396099999547 31259.969499999657, 21250.686700000428 31254.912200000137, 21246.968700000085 31253.156500000507, 21243.48649999965 31251.525699999183, 21232.51910000015 31246.389200000092, 21233.161199999973 31245.01889999956, 21225.783900000155 31241.564099999145, 21224.971400000155 31243.282099999487, 21229.16280000005 31245.24489999935, 21226.564299999736 31250.759700000286))"
35,36,2062.68019243,103.773054361,1.29919138877,Building,,01 17 57.08900N,103 46 22.99570E,Data Science Institute,0.0,216.797117782,2062.68019243,0.0,60.946125,46.549318,60.946125,60.946125,"POLYGON ((21299.922199999914 31306.234999999404, 21302.569600000046 31300.585200000554, 21313.066100000404 31278.18229999952, 21320.439600000158 31262.399900000542, 21307.981800000183 31256.569099999964, 21304.012199999765 31254.71120000072, 21303.66860000044 31254.550400000066, 21306.27209999971 31249.030700000003, 21298.66079999972 31245.49210000038, 21296.43979999982 31250.25510000065, 21296.071499999613 31251.03480000049, 21291.564399999566 31248.923699999228, 21288.480499999598 31255.512499999255, 21286.974200000055 31258.730799999088, 21280.889200000092 31271.73149999976, 21279.518000000156 31274.661100000143, 21279.329300000332 31275.064300000668, 21277.952399999835 31278.002199999988, 21272.716799999587 31289.17380000092, 21271.125900000334 31292.56839999929, 21267.29059999995 31290.818700000644, 21266.561499999836 31292.340900000185, 21270.390300000086 31294.13800000027, 21269.03490000032 31297.02999999933, 21267.306200000457 31300.718699999154, 21274.816999999806 31304.23640000075, 21276.507500000298 31305.028200000525, 21276.43759999983 31305.19559999928, 21276.058600000106 31305.998099999502, 21275.139399999753 31305.563999999315, 21274.827899999917 31306.234999999404, 21272.2285000002 31311.83479999937, 21292.778800000437 31321.479699999094, 21299.922199999914 31306.234999999404))"
36,37,1008.10242819,103.776263227,1.2985328225,Building,,01 17 54.71816N,103 46 34.54762E,Ridge View Residence H1E,0.72489808421,239.024566304,1008.10242819,0.0,37.359271,32.311863,35.990353,29.881779,"POLYGON ((21624.792500000447 31219.00280000083, 21630.265200000256 31234.49210000038, 21640.672699999996 31230.76319999993, 21651.269700000063 31226.947399999946, 21649.446899999864 31221.770899999887, 21659.663700000383 31218.12519999966, 21659.17650000006 31216.724600000307, 21671.031999999657 31212.500900000334, 21670.62739999965 31211.234600000083, 21681.930800000206 31207.215600000694, 21679.507000000216 31200.70639999956, 21668.913700000383 31204.60280000046, 21665.760099999607 31195.664499999955, 21665.868800000288 31195.618599999696, 21671.939000000246 31193.487700000405, 21669.924700000323 31187.68170000054, 21655.28809999954 31192.840900000185, 21645.82070000004 31196.34190000035, 21652.33910000045 31214.4188000001, 21644.628600000404 31217.189099999145, 21632.116200000048 31221.688699999824, 21623.79110000003 31198.689300000668, 21618.218000000343 31200.719200000167, 21623.35290000029 31215.019600000232, 21624.792500000447 31219.00280000083))"
37,39,611.58631381,103.776405242,1.29813296475,Building,,01 17 53.27867N,103 46 35.05887E,Ridge View Residence H1C,1.05853837544,185.264464781,611.58631381,0.0,35.977456,29.590893,34.932238,0.0,"POLYGON ((21654.36110000033 31187.96480000019, 21672.83739999961 31181.29900000058, 21681.732200000435 31177.94270000048, 21682.627199999988 31180.319000000134, 21687.48680000007 31178.525800000876, 21682.708100000396 31165.44299999997, 21676.31230000034 31167.742599999532, 21675.865299999714 31167.8973999992, 21672.14439999964 31157.556399999186, 21670.4347000001 31158.192399999127, 21666.528599999845 31147.76879999973, 21656.128399999812 31151.537000000477, 21655.769799999893 31150.501700000837, 21655.83430000022 31150.42960000038, 21654.347299999557 31146.398099999875, 21649.338499999605 31148.201899999753, 21643.689199999906 31150.237600000575, 21647.613099999726 31161.06750000082, 21650.46219999995 31160.101399999112, 21650.4263000004 31159.99410000071, 21655.313799999654 31158.2145000007, 21663.13860000018 31155.37800000049, 21666.280600000173 31164.058800000697, 21670.525200000033 31175.811799999326, 21664.72300000023 31177.897700000554, 21655.213100000285 31181.325400000438, 21655.16839999985 31181.21490000002, 21652.32589999959 31182.2583000008, 21654.36110000033 31187.96480000019))"
38,40,936.195891856,103.77674839,1.29792624043,Building,,01 17 52.53447N,103 46 36.29420E,Ridge View Tower Block,0.0,280.802362475,936.195891856,0.0,48.254516,42.120803,46.134862,0.0,"POLYGON ((21730.90490000043 31146.723300000653, 21730.908200000413 31146.70119999908, 21727.131099999882 31136.31269999966, 21725.629200000316 31136.855399999768, 21724.79879999999 31134.561300000176, 21726.278599999845 31134.00799999945, 21722.515100000426 31123.617599999532, 21722.501500000246 31123.621300000697, 21718.343600000255 31125.151000000536, 21717.19790000003 31125.558100000024, 21716.220999999903 31126.164799999446, 21715.794900000095 31126.87270000018, 21715.71499999985 31127.914699999616, 21713.444000000134 31128.737199999392, 21717.463299999945 31139.797000000253, 21716.398299999535 31140.172299999744, 21715.237099999562 31137.02419999987, 21710.147900000215 31138.895800000057, 21710.14130000025 31138.887399999425, 21711.316999999806 31142.028799999505, 21710.28259999957 31142.403200000525, 21705.6716 31129.75530000031, 21696.082499999553 31133.25019999966, 21700.637000000104 31145.940600000322, 21699.571899999864 31146.309399999678, 21698.452999999747 31143.132400000468, 21693.359600000083 31144.98120000027, 21693.359899999574 31144.98909999989, 21694.503100000322 31148.11449999921, 21693.47030000016 31148.52720000036, 21687.591500000097 31132.401399999857, 21685.349399999715 31133.213300000876, 21684.817400000058 31132.61350000091, 21684.16550000012 31132.286900000647, 21683.083399999887 31132.24469999969, 21681.927699999884 31132.644899999723, 21677.351999999955 31134.317199999467, 21678.992899999954 31138.82569999993, 21682.058500000276 31147.248600000516, 21683.58930000011 31146.705000000075, 21684.419200000353 31149.001199999824, 21682.909799999557 31149.56269999966, 21687.60580000002 31162.485700000077, 21691.805900000036 31160.973500000313, 21692.371700000018 31160.669399999082, 21693.10649999976 31159.95399999991, 21693.41559999995 31159.38629999943, 21693.558199999854 31158.87270000018, 21693.59190000035 31158.626599999145, 21693.588600000367 31158.144700000063, 21693.455799999647 31157.487700000405, 21696.330400000326 31156.431199999526, 21694.283999999985 31150.773199999705, 21695.311900000088 31150.4104999993, 21696.34210000001 31150.811599999666, 21696.509600000456 31150.875900000334, 21696.898500000127 31150.75569999963, 21697.685499999672 31152.846100000665, 21700.183500000276 31151.947399999946, 21700.079400000162 31151.659199999645, 21699.416400000453 31149.835200000554, 21699.80719999969 31149.69280000031, 21700.294599999674 31148.769999999553, 21700.400299999863 31148.569800000638, 21701.46169999987 31148.200400000438, 21701.669599999674 31148.769999999553, 21702.723899999633 31151.659199999645, 21704.346400000155 31156.105100000277, 21706.29409999959 31161.44250000082, 21717.454300000332 31157.39680000022, 21714.5354000004 31149.39149999991, 21713.01840000041 31149.925599999726, 21711.08949999977 31144.67080000043, 21712.207899999805 31144.27199999988, 21713.35300000012 31144.735300000757, 21713.73890000023 31144.604699999094, 21714.52469999995 31146.723600000143, 21717.017099999823 31145.825200000778, 21717.026399999857 31145.833000000566, 21716.27440000046 31143.69879999943, 21716.669800000265 31143.55460000038, 21717.207399999723 31142.435900000855, 21718.27960000001 31142.050899999216, 21720.34190000035 31147.68449999951, 21723.395499999635 31146.579800000414, 21723.693500000052 31147.205299999565, 21724.336299999617 31147.898000000045, 21724.876099999994 31148.197100000456, 21725.854500000365 31148.405200000852, 21726.718999999575 31148.25290000066, 21730.90490000043 31146.723300000653))"
39,41,619.239197742,103.77624639,1.29771543574,Building,,01 17 51.77557N,103 46 34.48701E,Ridge View Residence H1A,3.18212169594,183.22753741,619.239197742,0.0,43.726187,35.563224,41.36528,0.0,"POLYGON ((21634.27979999967 31130.232599999756, 21631.6353000002 31122.952999999747, 21642.91349999979 31118.928300000727, 21651.85869999975 31115.757200000808, 21652.219399999827 31116.75269999914, 21653.492800000124 31120.267500000075, 21657.284699999727 31130.78309999965, 21657.447700000368 31131.234999999404, 21658.931300000288 31130.719799999148, 21658.963399999775 31130.803099999204, 21676.167999999598 31124.504499999806, 21676.169499999844 31124.517100000754, 21676.576500000432 31124.368200000376, 21672.42650000006 31113.77209999971, 21659.23429999966 31118.661199999973, 21658.46190000046 31116.40450000018, 21660.148599999957 31115.781300000846, 21657.177699999884 31107.534199999645, 21634.531499999575 31115.607599999756, 21632.78809999954 31110.39910000004, 21622.050599999726 31114.241100000218, 21625.516800000332 31123.841399999335, 21625.620600000024 31123.803999999538, 21626.32320000045 31125.743699999526, 21629.808799999766 31135.076899999753, 21629.616100000218 31135.14680000022, 21630.637600000016 31138.019500000402, 21633.012299999595 31137.175200000405, 21636.367800000124 31135.984300000593, 21634.27979999967 31130.232599999756))"
40,478,0.0,0.0,0.0,Building,,01 17 51.77557N,103 46 34.48701E,Ridge View Residence H1A,42.2713525334,123.772220816,385.14882014,0.0,0.0,0.0,0.0,0.0,"POLYGON ((21710.82579999976 31060.609699999914, 21708.607400000095 31053.86959999986, 21681.372899999842 31063.95910000056, 21658.01900000032 31072.672700000927, 21657.137099999934 31072.990199999884, 21659.359600000083 31079.55189999938, 21710.82579999976 31060.609699999914))"
