METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OCCUPANCY,APPLIANCES,LIGHTING,SERVERS,WATER,HEATING,COOLING,PROCESSES,ELECTROMOBILITY,DAY,HOUR
0.02,0.17,0.26,0.0,0.07,OFF,OFF,0.0,0.0,SATURDAY,1
0.0,0.17,0.26,0.0,0.06,OFF,OFF,0.0,0.0,SATURDAY,2
0.0,0.17,0.26,0.0,0.06,OFF,OFF,0.0,0.0,SATURDAY,3
0.0,0.17,0.26,0.0,0.01,OFF,OFF,0.0,0.0,SATURDAY,4
0.0,0.18,0.27,0.0,0.01,OFF,OFF,0.0,0.0,SATURDAY,5
0.0,0.22,0.28,0.0,0.02,OFF,OFF,0.0,0.0,SATURDAY,6
0.06,0.27,0.34,0.0,0.02,OFF,SETPOINT,0.0,0.0,SATURDAY,7
0.28,0.28,0.35,0.0,0.03,OFF,SETPOINT,0.0,0.0,SATURDAY,8
0.35,0.34,0.41,0.0,0.04,OFF,SETPOINT,0.0,0.0,SATURDAY,9
0.3,0.36,0.42,0.0,0.2,OFF,SETPOINT,0.0,0.0,SATURDAY,10
0.21,0.38,0.43,0.0,0.18,OFF,SETPOINT,0.0,0.0,SATURDAY,11
0.33,0.4,0.43,0.0,0.21,OFF,SETPOINT,0.0,0.0,SATURDAY,12
0.28,0.31,0.34,0.0,0.2,OFF,SETPOINT,0.0,0.0,SATURDAY,13
0.28,0.3,0.33,0.0,0.18,OFF,SETPOINT,0.0,0.0,SATURDAY,14
0.2,0.29,0.33,0.0,0.16,OFF,SETPOINT,0.0,0.0,SATURDAY,15
0.18,0.29,0.33,0.0,0.15,OFF,SETPOINT,0.0,0.0,SATURDAY,16
0.18,0.31,0.33,0.0,0.14,OFF,SETPOINT,0.0,0.0,SATURDAY,17
0.16,0.28,0.3,0.0,0.13,OFF,SETPOINT,0.0,0.0,SATURDAY,18
0.35,0.27,0.3,0.0,0.18,OFF,OFF,0.0,0.0,SATURDAY,19
0.43,0.26,0.3,0.0,0.18,OFF,OFF,0.0,0.0,SATURDAY,20
0.33,0.25,0.29,0.0,0.16,OFF,OFF,0.0,0.0,SATURDAY,21
0.31,0.24,0.29,0.0,0.18,OFF,OFF,0.0,0.0,SATURDAY,22
0.26,0.2,0.27,0.0,0.13,OFF,OFF,0.0,0.0,SATURDAY,23
0.17,0.17,0.26,0.0,0.1,OFF,OFF,0.0,0.0,SATURDAY,24
0.02,0.17,0.26,0.0,0.08,OFF,OFF,0.0,0.0,SUNDAY,1
0.0,0.17,0.26,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,2
0.0,0.17,0.26,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,3
0.0,0.17,0.26,0.0,0.01,OFF,OFF,0.0,0.0,SUNDAY,4
0.0,0.18,0.27,0.0,0.01,OFF,OFF,0.0,0.0,SUNDAY,5
0.0,0.22,0.28,0.0,0.02,OFF,OFF,0.0,0.0,SUNDAY,6
0.04,0.22,0.28,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,7
0.26,0.23,0.28,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,8
0.26,0.24,0.29,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,9
0.11,0.26,0.29,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,10
0.11,0.28,0.3,0.0,0.15,OFF,SETPOINT,0.0,0.0,SUNDAY,11
0.16,0.3,0.31,0.0,0.16,OFF,SETPOINT,0.0,0.0,SUNDAY,12
0.26,0.29,0.31,0.0,0.13,OFF,SETPOINT,0.0,0.0,SUNDAY,13
0.26,0.28,0.3,0.0,0.14,OFF,SETPOINT,0.0,0.0,SUNDAY,14
0.16,0.27,0.3,0.0,0.1,OFF,SETPOINT,0.0,0.0,SUNDAY,15
0.11,0.27,0.3,0.0,0.1,OFF,SETPOINT,0.0,0.0,SUNDAY,16
0.14,0.28,0.3,0.0,0.1,OFF,SETPOINT,0.0,0.0,SUNDAY,17
0.19,0.28,0.3,0.0,0.13,OFF,SETPOINT,0.0,0.0,SUNDAY,18
0.26,0.27,0.3,0.0,0.15,OFF,OFF,0.0,0.0,SUNDAY,19
0.31,0.26,0.3,0.0,0.15,OFF,OFF,0.0,0.0,SUNDAY,20
0.33,0.25,0.29,0.0,0.13,OFF,OFF,0.0,0.0,SUNDAY,21
0.17,0.24,0.29,0.0,0.16,OFF,OFF,0.0,0.0,SUNDAY,22
0.09,0.2,0.27,0.0,0.13,OFF,OFF,0.0,0.0,SUNDAY,23
0.09,0.17,0.26,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,24
