METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OCCUPANCY,APPLIANCES,LIGHTING,SERVERS,WATER,HEATING,COOLING,PROCESSES,ELECTROMOBILITY,DAY,HOUR
0.0,0.2,0.19,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,6
0.0,0.2,0.19,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,7
0.0,0.32,0.32,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,8
0.03,0.32,0.32,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,9
0.03,0.32,0.32,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,10
0.03,0.32,0.32,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,11
0.03,0.32,0.32,0.0,0.07,OFF,SETPOINT,0.0,0.0,SUNDAY,12
0.03,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,13
0.22,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,14
0.22,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,15
0.22,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,16
0.22,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,17
0.22,0.5,0.51,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,18
0.22,0.5,0.51,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,19
0.22,0.5,0.51,0.0,0.44,OFF,OFF,0.0,0.0,SUNDAY,20
0.22,0.5,0.51,0.0,0.2,OFF,OFF,0.0,0.0,SUNDAY,21
0.22,0.5,0.51,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,22
0.06,0.2,0.19,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,23
0.0,0.2,0.19,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,24
