METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OCCUPANCY,APPLIANCES,LIGHTING,SERVERS,WATER,HEATING,COOLING,PROCESSES,ELECTROMOBILITY,DAY,HOUR
0.0,0.05,0.18,0.0,0.0,OFF,OFF,0.0,0.0,SATURDAY,4
0.0,0.08,0.18,0.0,0.0,OFF,OFF,0.0,0.0,SATURDAY,5
0.0,0.14,0.19,0.0,0.0,OFF,OFF,0.0,0.0,SATURDAY,6
0.03,0.15,0.2,0.0,0.0,OFF,SETPOINT,0.0,0.0,SATURDAY,7
0.27,0.16,0.2,0.0,0.01,OFF,SETPOINT,0.0,0.0,SATURDAY,8
0.29,0.2,0.29,0.0,0.01,OFF,SETPOINT,0.0,0.0,SATURDAY,9
0.26,0.24,0.42,0.0,0.17,OFF,SETPOINT,0.0,0.0,SATURDAY,10
0.23,0.3,0.61,0.0,0.16,OFF,SETPOINT,0.0,0.0,SATURDAY,11
0.39,0.33,0.68,0.0,0.18,OFF,SETPOINT,0.0,0.0,SATURDAY,12
0.46,0.31,0.67,0.0,0.18,OFF,SETPOINT,0.0,0.0,SATURDAY,13
0.46,0.29,0.67,0.0,0.17,OFF,SETPOINT,0.0,0.0,SATURDAY,14
0.38,0.28,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SATURDAY,15
0.36,0.28,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SATURDAY,16
0.36,0.3,0.67,0.0,0.13,OFF,SETPOINT,0.0,0.0,SATURDAY,17
0.36,0.3,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SATURDAY,18
0.52,0.28,0.67,0.0,0.19,OFF,OFF,0.0,0.0,SATURDAY,19
0.54,0.26,0.54,0.0,0.19,OFF,OFF,0.0,0.0,SATURDAY,20
0.43,0.23,0.42,0.0,0.17,OFF,OFF,0.0,0.0,SATURDAY,21
0.4,0.21,0.42,0.0,0.18,OFF,OFF,0.0,0.0,SATURDAY,22
0.32,0.12,0.28,0.0,0.13,OFF,OFF,0.0,0.0,SATURDAY,23
0.19,0.06,0.18,0.0,0.1,OFF,OFF,0.0,0.0,SATURDAY,24
0.03,0.06,0.21,0.0,0.08,OFF,OFF,0.0,0.0,SUNDAY,1
0.0,0.05,0.21,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,2
0.0,0.06,0.21,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,3
0.0,0.05,0.21,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,4
0.0,0.08,0.21,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,5
0.0,0.14,0.22,0.0,0.0,OFF,OFF,0.0,0.0,SUNDAY,6
0.03,0.15,0.23,0.0,0.0,OFF,SETPOINT,0.0,0.0,SUNDAY,7
0.27,0.17,0.23,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,8
0.29,0.2,0.35,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,9
0.16,0.24,0.48,0.0,0.01,OFF,SETPOINT,0.0,0.0,SUNDAY,10
0.23,0.3,0.67,0.0,0.18,OFF,SETPOINT,0.0,0.0,SUNDAY,11
0.28,0.33,0.68,0.0,0.18,OFF,SETPOINT,0.0,0.0,SUNDAY,12
0.44,0.31,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SUNDAY,13
0.44,0.29,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SUNDAY,14
0.33,0.28,0.67,0.0,0.11,OFF,SETPOINT,0.0,0.0,SUNDAY,15
0.28,0.28,0.67,0.0,0.11,OFF,SETPOINT,0.0,0.0,SUNDAY,16
0.33,0.3,0.67,0.0,0.11,OFF,SETPOINT,0.0,0.0,SUNDAY,17
0.36,0.3,0.67,0.0,0.15,OFF,SETPOINT,0.0,0.0,SUNDAY,18
0.42,0.28,0.67,0.0,0.18,OFF,OFF,0.0,0.0,SUNDAY,19
0.47,0.27,0.66,0.0,0.17,OFF,OFF,0.0,0.0,SUNDAY,20
0.45,0.24,0.54,0.0,0.14,OFF,OFF,0.0,0.0,SUNDAY,21
0.26,0.22,0.54,0.0,0.17,OFF,OFF,0.0,0.0,SUNDAY,22
0.11,0.12,0.22,0.0,0.13,OFF,OFF,0.0,0.0,SUNDAY,23
0.11,0.06,0.21,0.0,0.07,OFF,OFF,0.0,0.0,SUNDAY,24
