BUILDING,SURFACE,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE
B1101,srf0,west,0,364164.9655337685,10143295.856446123,2.5,-0.9386614889003071,0.34483997630126756,-0.0,7.59322475535143,walls
B1101,srf1,west,0,364164.9655337683,10143295.856446123,2.15388736053508,-0.9386614889003071,0.34483997630126756,-0.0,4.089076672518102,walls
B1101,srf2,west,0,364168.7481859247,10143306.152902883,1.3461126394649123,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140156,walls
B1101,srf3,west,0,364167.87537011044,10143303.777080331,1.3461126394649199,-0.9386614889003071,0.34483997630126756,-0.0,7.593224753354445,walls
B1101,srf4,west,0,364170.7852064509,10143311.697714541,2.8461126394649057,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671073358,walls
B1101,srf5,west,0,364170.7852064522,10143311.69771454,2.5,-0.9386614889003071,0.34483997630126756,-0.0,7.59322475266862,walls
B1101,srf6,west,0,364167.87537010945,10143303.777080331,3.6538873605350877,-0.9386614889003071,0.34483997630126756,-0.0,7.593224753354443,walls
B1101,srf7,west,0,364168.7481859248,10143306.152902883,3.65388736053508,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140158,walls
B1101,srf8,west,0,364164.9655337685,10143295.856446123,5.5,-0.9386614889003071,0.34483997630126756,-0.0,7.59322475535143,walls
B1101,srf9,west,0,364164.9655337671,10143295.856446123,5.153887360535094,-0.9386614889003071,0.34483997630126756,-0.0,4.089076672518103,walls
B1101,srf10,west,0,364168.7481859247,10143306.152902883,4.346112639464913,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140158,walls
B1101,srf11,west,0,364167.87537011044,10143303.777080331,4.34611263946492,-0.9386614889003071,0.34483997630126756,-0.0,7.5932247533544475,walls
B1101,srf12,west,0,364170.7852064509,10143311.697714541,5.846112639464906,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671073358,walls
B1101,srf13,west,0,364170.7852064522,10143311.69771454,5.5,-0.9386614889003071,0.34483997630126756,-0.0,7.593224752668619,walls
B1101,srf14,west,0,364167.87537010945,10143303.777080331,6.653887360535087,-0.9386614889003071,0.34483997630126756,-0.0,7.593224753354443,walls
B1101,srf15,west,0,364168.7481859248,10143306.152902883,6.65388736053508,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140158,walls
B1101,srf16,west,0,364164.9655337685,10143295.856446123,8.5,-0.9386614889003071,0.34483997630126756,-0.0,7.593224755351429,walls
B1101,srf17,west,0,364164.9655337683,10143295.856446123,8.153887360535094,-0.9386614889003071,0.34483997630126756,-0.0,4.089076672518106,walls
B1101,srf18,west,0,364168.7481859247,10143306.152902883,7.346112639464913,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140158,walls
B1101,srf19,west,0,364167.87537011044,10143303.777080331,7.34611263946492,-0.9386614889003071,0.34483997630126756,-0.0,7.5932247533544475,walls
B1101,srf20,west,0,364170.7852064509,10143311.697714541,8.846112639464906,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671073361,walls
B1101,srf21,west,0,364170.7852064522,10143311.69771454,8.5,-0.9386614889003071,0.34483997630126756,-0.0,7.593224752668619,walls
B1101,srf22,west,0,364167.87537010945,10143303.777080331,9.653887360535087,-0.9386614889003071,0.34483997630126756,-0.0,7.593224753354433,walls
B1101,srf23,west,0,364168.7481859248,10143306.152902883,9.65388736053508,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140152,walls
B1101,srf24,west,0,364164.9655337685,10143295.856446123,11.5,-0.9386614889003071,0.34483997630126756,-0.0,7.593224755351429,walls
B1101,srf25,west,0,364164.9655337683,10143295.856446123,11.153887360535094,-0.9386614889003071,0.34483997630126756,-0.0,4.089076672518102,walls
B1101,srf26,west,0,364168.7481859247,10143306.152902883,10.346112639464913,-0.9386614889003071,0.34483997630126756,-0.0,4.089076671140153,walls
B1101,srf27,west,0,364167.87537011044,10143303.777080331,10.346112639464906,-0.9386614889003071,0.34483997630126756,-0.0,7.593224753354436,walls
