METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OCCUPANCY,APPLIANCES,LIGHTING,SERVERS,WATER,HEATING,COOLING,PROCESSES,ELECTROMOBILITY,DAY,HOUR
0.0,0.24,0.28,0.0,0.03,OFF,OFF,0.0,0.0,SUNDAY,5
0.0,0.26,0.28,0.0,0.05,OFF,OFF,0.0,0.0,SUNDAY,6
0.05,0.26,0.29,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,7
0.18,0.26,0.29,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,8
0.18,0.27,0.29,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,9
0.09,0.28,0.29,0.0,0.03,OFF,SETPOINT,0.0,0.0,SUNDAY,10
0.09,0.29,0.3,0.0,0.15,OFF,SETPOINT,0.0,0.0,SUNDAY,11
0.12,0.3,0.3,0.0,0.17,OFF,SETPOINT,0.0,0.0,SUNDAY,12
0.18,0.29,0.3,0.0,0.14,OFF,SETPOINT,0.0,0.0,SUNDAY,13
0.18,0.29,0.3,0.0,0.17,OFF,SETPOINT,0.0,0.0,SUNDAY,14
0.12,0.28,0.29,0.0,0.12,OFF,SETPOINT,0.0,0.0,SUNDAY,15
0.09,0.28,0.29,0.0,0.1,OFF,SETPOINT,0.0,0.0,SUNDAY,16
0.11,0.29,0.3,0.0,0.1,OFF,SETPOINT,0.0,0.0,SUNDAY,17
0.14,0.29,0.3,0.0,0.13,OFF,SETPOINT,0.0,0.0,SUNDAY,18
0.16,0.29,0.29,0.0,0.15,OFF,OFF,0.0,0.0,SUNDAY,19
0.19,0.28,0.29,0.0,0.15,OFF,OFF,0.0,0.0,SUNDAY,20
0.2,0.28,0.29,0.0,0.13,OFF,OFF,0.0,0.0,SUNDAY,21
0.1,0.27,0.29,0.0,0.18,OFF,OFF,0.0,0.0,SUNDAY,22
0.06,0.25,0.28,0.0,0.13,OFF,OFF,0.0,0.0,SUNDAY,23
0.06,0.23,0.28,0.0,0.08,OFF,OFF,0.0,0.0,SUNDAY,24
