Name,Af_m2,Aroof_m2,GFA_m2,Aocc_m2,people0,PV_MWhyr,GRID_MWhyr,GRID_a_MWhyr,GRID_l_MWhyr,GRID_v_MWhyr,GRID_ve_MWhyr,GRID_data_MWhyr,GRID_pro_MWhyr,GRID_aux_MWhyr,GRID_ww_MWhyr,GRID_hs_MWhyr,GRID_cs_MWhyr,GRID_cdata_MWhyr,GRID_cre_MWhyr,E_sys_MWhyr,Eal_MWhyr,Ea_MWhyr,El_MWhyr,Ev_MWhyr,Eve_MWhyr,Edata_MWhyr,Epro_MWhyr,Eaux_MWhyr,E_ww_MWhyr,E_hs_MWhyr,E_cs_MWhyr,E_cre_MWhyr,E_cdata_MWhyr,Qhs_sen_shu_MWhyr,Qhs_sen_ahu_MWhyr,Qhs_lat_ahu_MWhyr,Qhs_sen_aru_MWhyr,Qhs_lat_aru_MWhyr,Qhs_sen_sys_MWhyr,Qhs_lat_sys_MWhyr,Qhs_em_ls_MWhyr,Qhs_dis_ls_MWhyr,Qhs_sys_shu_MWhyr,Qhs_sys_ahu_MWhyr,Qhs_sys_aru_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sys_ahu_MWhyr,Qcs_sys_aru_MWhyr,DH_hs_MWhyr,Qhs_sys_MWhyr,Qhs_MWhyr,DH_ww_MWhyr,Qww_sys_MWhyr,Qww_MWhyr,DC_cs_MWhyr,Qcs_sys_MWhyr,Qcs_MWhyr,DC_cre_MWhyr,Qcre_sys_MWhyr,Qcre_MWhyr,DC_cdata_MWhyr,Qcdata_sys_MWhyr,Qcdata_MWhyr,NG_hs_MWhyr,COAL_hs_MWhyr,OIL_hs_MWhyr,WOOD_hs_MWhyr,SOLAR_hs_MWhyr,NG_ww_MWhyr,COAL_ww_MWhyr,OIL_ww_MWhyr,WOOD_ww_MWhyr,SOLAR_ww_MWhyr,Qcs_sen_scu_MWhyr,Qcs_sen_ahu_MWhyr,Qcs_lat_ahu_MWhyr,Qcs_sen_aru_MWhyr,Qcs_lat_aru_MWhyr,Qcs_sen_sys_MWhyr,Qcs_lat_sys_MWhyr,Qcs_em_ls_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Qcpro_sys_MWhyr,QH_sys_MWhyr,QC_sys_MWhyr,PV0_kW,GRID0_kW,GRID_a0_kW,GRID_l0_kW,GRID_v0_kW,GRID_ve0_kW,GRID_data0_kW,GRID_pro0_kW,GRID_aux0_kW,GRID_ww0_kW,GRID_hs0_kW,GRID_cs0_kW,GRID_cdata0_kW,GRID_cre0_kW,E_sys0_kW,Eal0_kW,Ea0_kW,El0_kW,Ev0_kW,Eve0_kW,Edata0_kW,Epro0_kW,Eaux0_kW,E_ww0_kW,E_hs0_kW,E_cs0_kW,E_cre0_kW,E_cdata0_kW,Qhs_sen_shu0_kW,Qhs_sen_ahu0_kW,Qhs_lat_ahu0_kW,Qhs_sen_aru0_kW,Qhs_lat_aru0_kW,Qhs_sen_sys0_kW,Qhs_lat_sys0_kW,Qhs_em_ls0_kW,Qhs_dis_ls0_kW,Qhs_sys_shu0_kW,Qhs_sys_ahu0_kW,Qhs_sys_aru0_kW,Qcs_sys_scu0_kW,Qcs_sys_ahu0_kW,Qcs_sys_aru0_kW,DH_hs0_kW,Qhs_sys0_kW,Qhs0_kW,DH_ww0_kW,Qww_sys0_kW,Qww0_kW,DC_cs0_kW,Qcs_sys0_kW,Qcs0_kW,DC_cre0_kW,Qcre_sys0_kW,Qcre0_kW,DC_cdata0_kW,Qcdata_sys0_kW,Qcdata0_kW,NG_hs0_kW,COAL_hs0_kW,OIL_hs0_kW,WOOD_hs0_kW,SOLAR_hs0_kW,NG_ww0_kW,COAL_ww0_kW,OIL_ww0_kW,WOOD_ww0_kW,SOLAR_ww0_kW,Qcs_sen_scu0_kW,Qcs_sen_ahu0_kW,Qcs_lat_ahu0_kW,Qcs_sen_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_sys0_kW,Qcs_lat_sys0_kW,Qcs_em_ls0_kW,Qcs_dis_ls0_kW,Qhpro_sys0_kW,Qcpro_sys0_kW,QH_sys0_kW,QC_sys0_kW
B1090,3126.904,2084.700,12507.615,12507.615,1111.000,0.000,1014.156,103.032,355.459,0.000,153.789,0.000,0.000,1.689,0.000,0.000,400.186,0.000,0.000,613.969,458.491,103.032,355.459,0.000,153.789,0.000,0.000,1.689,0.000,0.000,400.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1098.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1098.842,-1069.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-741.812,-327.949,-741.812,327.949,-27.797,-1.283,0.000,0.000,0.000,1098.842,0.000,315.232,20.262,69.905,0.000,64.520,0.000,0.000,0.842,0.000,0.000,159.703,0.000,0.000,155.529,90.167,20.262,69.905,0.000,64.520,0.000,0.000,0.842,0.000,0.000,159.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,438.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,139.067,0.000,0.000,0.000,0.000,0.000,438.517
B1091,5662.181,3773.100,22648.726,22648.726,1132.000,0.000,3522.272,1465.648,1099.236,0.000,268.653,0.000,0.000,3.208,0.000,0.000,685.527,0.000,0.000,2836.745,2564.884,1465.648,1099.236,0.000,268.653,0.000,0.000,3.208,0.000,0.000,685.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1882.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1882.338,-1829.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1306.179,-523.174,-1306.179,523.174,-50.901,-2.084,0.000,0.000,0.000,1882.338,0.000,865.838,293.527,220.146,0.000,100.085,0.000,0.000,1.420,0.000,0.000,250.665,0.000,0.000,615.178,513.673,293.527,220.146,0.000,100.085,0.000,0.000,1.420,0.000,0.000,250.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,688.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,244.808,0.000,0.000,0.000,0.000,0.000,688.281
B1092,4118.015,2755.300,16472.059,16472.059,823.000,0.000,2562.257,1065.943,799.457,0.000,195.615,0.000,0.000,2.150,0.000,0.000,499.093,0.000,0.000,2063.164,1865.399,1065.943,799.457,0.000,195.615,0.000,0.000,2.150,0.000,0.000,499.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1370.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1370.422,-1331.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-951.424,-380.439,-951.424,380.439,-36.986,-1.573,0.000,0.000,0.000,1370.422,0.000,634.239,213.478,160.108,0.000,74.481,0.000,0.000,0.977,0.000,0.000,185.239,0.000,0.000,449.038,373.586,213.478,160.108,0.000,74.481,0.000,0.000,0.977,0.000,0.000,185.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,508.634,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,178.040,0.000,0.000,0.000,0.000,0.000,508.634
B1093,1772.501,1215.880,7090.002,7090.002,354.000,0.000,1137.666,458.809,344.107,0.000,96.491,0.000,0.000,0.889,0.000,0.000,237.371,0.000,0.000,900.296,802.916,458.809,344.107,0.000,96.491,0.000,0.000,0.889,0.000,0.000,237.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-651.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,651.778,-632.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-469.091,-163.751,-469.091,163.751,-18.109,-0.827,0.000,0.000,0.000,651.778,0.000,286.142,91.886,68.915,0.000,36.859,0.000,0.000,0.413,0.000,0.000,88.162,0.000,0.000,198.073,160.801,91.886,68.915,0.000,36.859,0.000,0.000,0.413,0.000,0.000,88.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,242.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.635,0.000,0.000,0.000,0.000,0.000,242.079
B1094,794.819,794.830,3974.094,3974.094,199.000,0.000,614.514,257.172,192.879,0.000,47.736,0.000,0.000,0.428,0.000,0.000,116.299,0.000,0.000,498.215,450.051,257.172,192.879,0.000,47.736,0.000,0.000,0.428,0.000,0.000,116.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-319.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,319.337,-309.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-231.918,-77.826,-231.918,77.826,-8.911,-0.682,0.000,0.000,0.000,319.337,0.000,155.127,51.504,38.628,0.000,19.481,0.000,0.000,0.217,0.000,0.000,45.297,0.000,0.000,109.831,90.132,51.504,38.628,0.000,19.481,0.000,0.000,0.217,0.000,0.000,45.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.377,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.525,0.000,0.000,0.000,0.000,0.000,124.377
B1095,754.023,752.410,3770.113,3770.113,188.000,0.000,585.140,243.972,182.979,0.000,46.053,0.000,0.000,0.431,0.000,0.000,111.705,0.000,0.000,473.435,426.951,243.972,182.979,0.000,46.053,0.000,0.000,0.431,0.000,0.000,111.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-306.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,306.722,-297.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-223.564,-73.791,-223.564,73.791,-8.617,-0.750,0.000,0.000,0.000,306.722,0.000,145.422,48.861,36.646,0.000,17.752,0.000,0.000,0.205,0.000,0.000,41.959,0.000,0.000,103.463,85.506,48.861,36.646,0.000,17.752,0.000,0.000,0.205,0.000,0.000,41.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.757,0.000,0.000,0.000,0.000,0.000,115.212
B1096,65.081,260.310,520.645,520.645,0.000,0.000,15.824,0.000,15.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.824,15.824,0.000,15.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.343,0.000,2.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.343,2.343,0.000,2.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
B1097,1557.792,1246.240,6231.169,6231.169,311.000,0.000,1011.252,403.232,302.424,0.000,88.764,0.000,0.000,0.830,0.000,0.000,216.001,0.000,0.000,795.251,705.657,403.232,302.424,0.000,88.764,0.000,0.000,0.830,0.000,0.000,216.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-593.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,593.100,-575.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-431.668,-143.852,-431.668,143.852,-16.667,-0.913,0.000,0.000,0.000,593.100,0.000,254.334,80.756,60.567,0.000,33.321,0.000,0.000,0.382,0.000,0.000,79.307,0.000,0.000,175.026,141.323,80.756,60.567,0.000,33.321,0.000,0.000,0.382,0.000,0.000,79.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,217.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.345,0.000,0.000,0.000,0.000,0.000,217.764
B1098,851.897,681.480,4089.108,4089.108,204.000,0.000,638.921,264.615,198.461,0.000,51.128,0.000,0.000,0.454,0.000,0.000,124.263,0.000,0.000,514.658,463.076,264.615,198.461,0.000,51.128,0.000,0.000,0.454,0.000,0.000,124.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-341.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,341.205,-331.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-248.486,-82.545,-248.486,82.545,-9.572,-0.602,0.000,0.000,0.000,341.205,0.000,160.850,52.995,39.746,0.000,20.381,0.000,0.000,0.224,0.000,0.000,47.504,0.000,0.000,113.346,92.741,52.995,39.746,0.000,20.381,0.000,0.000,0.224,0.000,0.000,47.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,130.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.981,0.000,0.000,0.000,0.000,0.000,130.437
B1099,1887.451,1261.000,7549.806,7549.806,377.000,0.000,1207.557,488.564,366.423,0.000,101.359,0.000,0.000,0.982,0.000,0.000,250.228,0.000,0.000,957.328,854.987,488.564,366.423,0.000,101.359,0.000,0.000,0.982,0.000,0.000,250.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-687.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,687.083,-667.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-492.763,-174.332,-492.763,174.332,-19.061,-0.926,0.000,0.000,0.000,687.083,0.000,301.869,97.845,73.384,0.000,38.125,0.000,0.000,0.449,0.000,0.000,92.064,0.000,0.000,209.804,171.230,97.845,73.384,0.000,38.125,0.000,0.000,0.449,0.000,0.000,92.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,252.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,81.607,0.000,0.000,0.000,0.000,0.000,252.793
B1100,1252.172,1001.940,5008.686,5008.686,250.000,0.000,805.838,324.123,243.092,0.000,68.891,0.000,0.000,0.652,0.000,0.000,169.081,0.000,0.000,636.757,567.215,324.123,243.092,0.000,68.891,0.000,0.000,0.652,0.000,0.000,169.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-464.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,464.266,-450.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-334.842,-115.670,-334.842,115.670,-12.924,-0.831,0.000,0.000,0.000,464.266,0.000,202.324,64.913,48.684,0.000,26.180,0.000,0.000,0.302,0.000,0.000,62.400,0.000,0.000,140.078,113.597,64.913,48.684,0.000,26.180,0.000,0.000,0.302,0.000,0.000,62.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,171.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.129,0.000,0.000,0.000,0.000,0.000,171.339
B1101,1398.969,1119.310,5595.878,5595.878,279.000,0.000,883.001,362.121,271.591,0.000,70.926,0.000,0.000,0.665,0.000,0.000,177.699,0.000,0.000,705.303,633.712,362.121,271.591,0.000,70.926,0.000,0.000,0.665,0.000,0.000,177.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-487.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,487.929,-473.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-344.608,-129.184,-344.608,129.184,-13.311,-0.827,0.000,0.000,0.000,487.929,0.000,220.850,72.523,54.392,0.000,27.258,0.000,0.000,0.309,0.000,0.000,66.407,0.000,0.000,154.479,126.915,72.523,54.392,0.000,27.258,0.000,0.000,0.309,0.000,0.000,66.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,182.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.479,0.000,0.000,0.000,0.000,0.000,182.342
B1102,3519.003,2346.180,14076.010,14076.010,703.000,0.000,2232.643,910.889,683.167,0.000,182.245,0.000,0.000,1.976,0.000,0.000,454.366,0.000,0.000,1778.277,1594.056,910.889,683.167,0.000,182.245,0.000,0.000,1.976,0.000,0.000,454.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1247.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1247.611,-1211.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-886.650,-325.074,-886.650,325.074,-34.420,-1.467,0.000,0.000,0.000,1247.611,0.000,554.614,182.425,136.819,0.000,68.129,0.000,0.000,0.891,0.000,0.000,166.350,0.000,0.000,388.264,319.244,182.425,136.819,0.000,68.129,0.000,0.000,0.891,0.000,0.000,166.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,456.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,152.139,0.000,0.000,0.000,0.000,0.000,456.767
B1103,480.287,636.600,1921.148,1921.148,96.000,0.000,311.908,124.322,93.241,0.000,27.410,0.000,0.000,0.228,0.000,0.000,66.707,0.000,0.000,245.201,217.563,124.322,93.241,0.000,27.410,0.000,0.000,0.228,0.000,0.000,66.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-183.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,183.165,-177.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-133.180,-44.335,-133.180,44.335,-5.121,-0.529,0.000,0.000,0.000,183.165,0.000,80.222,24.898,18.674,0.000,10.969,0.000,0.000,0.113,0.000,0.000,25.568,0.000,0.000,54.654,43.572,24.898,18.674,0.000,10.969,0.000,0.000,0.113,0.000,0.000,25.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.760,0.000,0.000,0.000,0.000,0.000,70.206
B1104,2495.632,1663.680,9982.529,9982.529,499.000,0.000,1616.727,645.991,484.493,0.000,140.995,0.000,0.000,1.424,0.000,0.000,343.824,0.000,0.000,1272.904,1130.484,645.991,484.493,0.000,140.995,0.000,0.000,1.424,0.000,0.000,343.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-944.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,944.079,-916.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-685.812,-230.566,-685.812,230.566,-26.530,-1.171,0.000,0.000,0.000,944.079,0.000,405.165,129.374,97.030,0.000,52.865,0.000,0.000,0.650,0.000,0.000,125.554,0.000,0.000,279.920,226.404,129.374,97.030,0.000,52.865,0.000,0.000,0.650,0.000,0.000,125.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,344.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.889,0.000,0.000,0.000,0.000,0.000,344.749
B1105,1834.598,1210.500,7338.391,7338.391,367.000,0.000,1186.638,474.883,356.162,0.000,103.045,0.000,0.000,1.002,0.000,0.000,251.546,0.000,0.000,935.092,831.046,474.883,356.162,0.000,103.045,0.000,0.000,1.002,0.000,0.000,251.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-690.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,690.701,-670.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-500.880,-169.525,-500.880,169.525,-19.345,-0.951,0.000,0.000,0.000,690.701,0.000,297.962,95.106,71.329,0.000,38.678,0.000,0.000,0.460,0.000,0.000,92.389,0.000,0.000,205.572,166.435,95.106,71.329,0.000,38.678,0.000,0.000,0.460,0.000,0.000,92.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,253.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,79.320,0.000,0.000,0.000,0.000,0.000,253.684
B1106,86.268,347.510,690.146,690.146,34.000,0.000,99.966,44.661,33.496,0.000,6.414,0.000,0.000,0.050,0.000,0.000,15.345,0.000,0.000,84.620,78.157,44.661,33.496,0.000,6.414,0.000,0.000,0.050,0.000,0.000,15.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-42.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.136,-40.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-31.072,-9.530,-31.072,9.530,-1.170,-0.364,0.000,0.000,0.000,42.136,0.000,24.470,8.944,6.708,0.000,2.719,0.000,0.000,0.026,0.000,0.000,6.083,0.000,0.000,18.397,15.653,8.944,6.708,0.000,2.719,0.000,0.000,0.026,0.000,0.000,6.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.819,0.000,0.000,0.000,0.000,0.000,16.704
