Name,Af_m2,Aroof_m2,GFA_m2,Aocc_m2,people0,PV_MWhyr,GRID_MWhyr,GRID_a_MWhyr,GRID_l_MWhyr,GRID_v_MWhyr,GRID_ve_MWhyr,GRID_data_MWhyr,GRID_pro_MWhyr,GRID_aux_MWhyr,GRID_ww_MWhyr,GRID_hs_MWhyr,GRID_cs_MWhyr,GRID_cdata_MWhyr,GRID_cre_MWhyr,E_sys_MWhyr,Eal_MWhyr,Ea_MWhyr,El_MWhyr,Ev_MWhyr,Eve_MWhyr,Edata_MWhyr,Epro_MWhyr,Eaux_MWhyr,E_ww_MWhyr,E_hs_MWhyr,E_cs_MWhyr,E_cre_MWhyr,E_cdata_MWhyr,Qhs_sen_shu_MWhyr,Qhs_sen_ahu_MWhyr,Qhs_lat_ahu_MWhyr,Qhs_sen_aru_MWhyr,Qhs_lat_aru_MWhyr,Qhs_sen_sys_MWhyr,Qhs_lat_sys_MWhyr,Qhs_em_ls_MWhyr,Qhs_dis_ls_MWhyr,Qhs_sys_shu_MWhyr,Qhs_sys_ahu_MWhyr,Qhs_sys_aru_MWhyr,Qcs_sys_scu_MWhyr,Qcs_sys_ahu_MWhyr,Qcs_sys_aru_MWhyr,DH_hs_MWhyr,Qhs_sys_MWhyr,Qhs_MWhyr,DH_ww_MWhyr,Qww_sys_MWhyr,Qww_MWhyr,DC_cs_MWhyr,Qcs_sys_MWhyr,Qcs_MWhyr,DC_cre_MWhyr,Qcre_sys_MWhyr,Qcre_MWhyr,DC_cdata_MWhyr,Qcdata_sys_MWhyr,Qcdata_MWhyr,NG_hs_MWhyr,COAL_hs_MWhyr,OIL_hs_MWhyr,WOOD_hs_MWhyr,SOLAR_hs_MWhyr,NG_ww_MWhyr,COAL_ww_MWhyr,OIL_ww_MWhyr,WOOD_ww_MWhyr,SOLAR_ww_MWhyr,Qcs_sen_scu_MWhyr,Qcs_sen_ahu_MWhyr,Qcs_lat_ahu_MWhyr,Qcs_sen_aru_MWhyr,Qcs_lat_aru_MWhyr,Qcs_sen_sys_MWhyr,Qcs_lat_sys_MWhyr,Qcs_em_ls_MWhyr,Qcs_dis_ls_MWhyr,Qhpro_sys_MWhyr,Qcpro_sys_MWhyr,QH_sys_MWhyr,QC_sys_MWhyr,PV0_kW,GRID0_kW,GRID_a0_kW,GRID_l0_kW,GRID_v0_kW,GRID_ve0_kW,GRID_data0_kW,GRID_pro0_kW,GRID_aux0_kW,GRID_ww0_kW,GRID_hs0_kW,GRID_cs0_kW,GRID_cdata0_kW,GRID_cre0_kW,E_sys0_kW,Eal0_kW,Ea0_kW,El0_kW,Ev0_kW,Eve0_kW,Edata0_kW,Epro0_kW,Eaux0_kW,E_ww0_kW,E_hs0_kW,E_cs0_kW,E_cre0_kW,E_cdata0_kW,Qhs_sen_shu0_kW,Qhs_sen_ahu0_kW,Qhs_lat_ahu0_kW,Qhs_sen_aru0_kW,Qhs_lat_aru0_kW,Qhs_sen_sys0_kW,Qhs_lat_sys0_kW,Qhs_em_ls0_kW,Qhs_dis_ls0_kW,Qhs_sys_shu0_kW,Qhs_sys_ahu0_kW,Qhs_sys_aru0_kW,Qcs_sys_scu0_kW,Qcs_sys_ahu0_kW,Qcs_sys_aru0_kW,DH_hs0_kW,Qhs_sys0_kW,Qhs0_kW,DH_ww0_kW,Qww_sys0_kW,Qww0_kW,DC_cs0_kW,Qcs_sys0_kW,Qcs0_kW,DC_cre0_kW,Qcre_sys0_kW,Qcre0_kW,DC_cdata0_kW,Qcdata_sys0_kW,Qcdata0_kW,NG_hs0_kW,COAL_hs0_kW,OIL_hs0_kW,WOOD_hs0_kW,SOLAR_hs0_kW,NG_ww0_kW,COAL_ww0_kW,OIL_ww0_kW,WOOD_ww0_kW,SOLAR_ww0_kW,Qcs_sen_scu0_kW,Qcs_sen_ahu0_kW,Qcs_lat_ahu0_kW,Qcs_sen_aru0_kW,Qcs_lat_aru0_kW,Qcs_sen_sys0_kW,Qcs_lat_sys0_kW,Qcs_em_ls0_kW,Qcs_dis_ls0_kW,Qhpro_sys0_kW,Qcpro_sys0_kW,QH_sys0_kW,QC_sys0_kW
B1185,1881.034,1879.940,7524.134,7524.134,376.000,0.000,1148.771,486.903,365.177,0.000,84.758,0.000,0.000,0.812,0.000,0.000,211.120,0.000,0.000,937.651,852.080,486.903,365.177,0.000,84.758,0.000,0.000,0.812,0.000,0.000,211.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-579.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,579.698,-559.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-410.565,-149.426,-410.565,149.426,-18.744,-0.963,0.000,0.000,0.000,579.698,0.000,294.924,97.513,73.135,0.000,36.870,0.000,0.000,0.438,0.000,0.000,86.969,0.000,0.000,207.956,170.647,97.513,73.135,0.000,36.870,0.000,0.000,0.438,0.000,0.000,86.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,238.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.552,0.000,0.000,0.000,0.000,0.000,238.801
B1186,1107.662,1127.960,4430.650,4430.650,126.000,0.000,370.140,46.575,116.437,0.000,21.636,0.000,0.000,0.331,88.277,0.000,96.883,0.000,0.000,184.980,163.012,46.575,116.437,0.000,21.636,0.000,0.000,0.331,88.277,0.000,96.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-266.024,0.000,0.000,0.000,0.000,79.449,75.113,0.000,266.024,-255.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-147.549,-108.044,-147.549,108.044,-9.445,-0.985,0.000,0.000,79.449,266.024,0.000,86.490,7.975,19.938,0.000,8.493,0.000,0.000,0.141,26.804,0.000,29.768,0.000,0.000,36.547,27.913,7.975,19.938,0.000,8.493,0.000,0.000,0.141,26.804,0.000,29.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.124,22.866,0.000,81.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37.993,0.000,0.000,0.000,0.000,24.124,81.737
B1187,832.890,843.090,3331.561,3331.561,95.000,0.000,274.779,35.021,87.553,0.000,15.406,0.000,0.000,0.223,66.579,0.000,69.996,0.000,0.000,138.204,122.575,35.021,87.553,0.000,15.406,0.000,0.000,0.223,66.579,0.000,69.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-192.196,0.000,0.000,0.000,0.000,59.921,56.633,0.000,192.196,-184.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-105.038,-79.780,-105.038,79.780,-6.672,-0.706,0.000,0.000,59.921,192.196,0.000,62.840,5.997,14.992,0.000,6.084,0.000,0.000,0.094,20.181,0.000,21.585,0.000,0.000,27.164,20.989,5.997,14.992,0.000,6.084,0.000,0.000,0.094,20.181,0.000,21.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.163,17.240,0.000,59.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.823,0.000,0.000,0.000,0.000,18.163,59.267
B1188,835.755,833.670,3343.021,3343.021,95.000,0.000,274.084,35.142,87.855,0.000,14.950,0.000,0.000,0.227,66.993,0.000,68.918,0.000,0.000,138.173,122.996,35.142,87.855,0.000,14.950,0.000,0.000,0.227,66.993,0.000,68.918,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-189.238,0.000,0.000,0.000,0.000,60.294,56.633,0.000,189.238,-181.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-101.814,-80.135,-101.814,80.135,-6.505,-0.784,0.000,0.000,60.294,189.238,0.000,62.937,6.017,15.044,0.000,5.880,0.000,0.000,0.094,20.315,0.000,21.081,0.000,0.000,27.035,21.061,6.017,15.044,0.000,5.880,0.000,0.000,0.094,20.315,0.000,21.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.283,17.240,0.000,57.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.806,0.000,0.000,0.000,0.000,18.283,57.884
B1189,837.462,826.230,3349.848,3349.848,95.000,0.000,278.832,35.214,88.034,0.000,15.966,0.000,0.000,0.237,66.973,0.000,72.409,0.000,0.000,139.451,123.248,35.214,88.034,0.000,15.966,0.000,0.000,0.237,66.973,0.000,72.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-198.822,0.000,0.000,0.000,0.000,60.276,56.633,0.000,198.822,-191.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-108.825,-82.186,-108.825,82.186,-7.010,-0.802,0.000,0.000,60.276,198.822,0.000,63.395,6.030,15.074,0.000,6.044,0.000,0.000,0.096,20.307,0.000,21.524,0.000,0.000,27.245,21.104,6.030,15.074,0.000,6.044,0.000,0.000,0.096,20.307,0.000,21.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.276,17.240,0.000,59.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.668,0.000,0.000,0.000,0.000,18.276,59.102
B1190,864.895,865.980,3459.582,3459.582,98.000,0.000,281.341,36.367,90.918,0.000,15.126,0.000,0.000,0.223,68.685,0.000,70.023,0.000,0.000,142.634,127.285,36.367,90.918,0.000,15.126,0.000,0.000,0.223,68.685,0.000,70.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-192.270,0.000,0.000,0.000,0.000,61.817,58.421,0.000,192.270,-185.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-102.985,-82.020,-102.985,82.020,-6.582,-0.682,0.000,0.000,61.817,192.270,0.000,67.077,6.227,15.568,0.000,6.608,0.000,0.000,0.103,20.821,0.000,23.161,0.000,0.000,28.506,21.795,6.227,15.568,0.000,6.608,0.000,0.000,0.103,20.821,0.000,23.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.739,17.784,0.000,63.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.917,0.000,0.000,0.000,0.000,18.739,63.596
B1191,39.537,158.100,316.294,316.294,0.000,0.000,9.613,0.000,9.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.613,9.613,0.000,9.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.423,0.000,1.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.423,1.423,0.000,1.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
B1192,26.663,106.650,213.302,213.302,10.000,0.000,30.031,13.803,10.352,0.000,1.727,0.000,0.000,0.012,0.000,0.000,4.136,0.000,0.000,25.895,24.156,13.803,10.352,0.000,1.727,0.000,0.000,0.012,0.000,0.000,4.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-11.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.357,-10.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-8.314,-2.521,-8.314,2.521,-0.354,-0.169,0.000,0.000,0.000,11.357,0.000,7.514,2.764,2.073,0.000,0.842,0.000,0.000,0.007,0.000,0.000,1.844,0.000,0.000,5.687,4.838,2.764,2.073,0.000,0.842,0.000,0.000,0.007,0.000,0.000,1.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.010,0.000,0.000,0.000,0.000,0.000,5.064
B1193,576.859,769.150,2307.437,2307.437,115.000,0.000,363.783,149.319,111.989,0.000,30.022,0.000,0.000,0.252,0.000,0.000,72.201,0.000,0.000,291.583,261.309,149.319,111.989,0.000,30.022,0.000,0.000,0.252,0.000,0.000,72.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-198.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,198.250,-191.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-145.376,-45.751,-145.376,45.751,-6.582,-0.542,0.000,0.000,0.000,198.250,0.000,95.766,29.904,22.428,0.000,13.205,0.000,0.000,0.142,0.000,0.000,30.086,0.000,0.000,65.679,52.333,29.904,22.428,0.000,13.205,0.000,0.000,0.142,0.000,0.000,30.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.321,0.000,0.000,0.000,0.000,0.000,82.611
B1194,208.726,762.630,1669.810,1669.810,0.000,0.000,50.751,0.000,50.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.751,50.751,0.000,50.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.514,0.000,7.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.514,7.514,0.000,7.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
B1195,179.789,359.210,719.156,719.156,35.000,0.000,116.814,46.538,34.904,0.000,10.579,0.000,0.000,0.077,0.000,0.000,24.717,0.000,0.000,92.097,81.442,46.538,34.904,0.000,10.579,0.000,0.000,0.077,0.000,0.000,24.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-67.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.867,-65.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-51.132,-14.162,-51.132,14.162,-2.285,-0.288,0.000,0.000,0.000,67.867,0.000,32.448,9.320,6.990,0.000,5.043,0.000,0.000,0.049,0.000,0.000,11.045,0.000,0.000,21.403,16.310,9.320,6.990,0.000,5.043,0.000,0.000,0.049,0.000,0.000,11.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.649,0.000,0.000,0.000,0.000,0.000,30.328
B1196,71.298,136.700,285.193,285.193,14.000,0.000,47.309,18.455,13.842,0.000,4.531,0.000,0.000,0.032,0.000,0.000,10.448,0.000,0.000,36.861,32.297,18.455,13.842,0.000,4.531,0.000,0.000,0.032,0.000,0.000,10.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-28.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.689,-27.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-21.853,-5.670,-21.853,5.670,-0.962,-0.204,0.000,0.000,0.000,28.689,0.000,13.433,3.696,2.772,0.000,2.218,0.000,0.000,0.021,0.000,0.000,4.728,0.000,0.000,8.708,6.468,3.696,2.772,0.000,2.218,0.000,0.000,0.021,0.000,0.000,4.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.645,0.000,0.000,0.000,0.000,0.000,12.982
B1197,2307.759,1153.880,9231.037,9231.037,263.000,0.000,762.824,97.037,242.592,0.000,44.330,0.000,0.000,0.741,180.140,0.000,197.985,0.000,0.000,384.699,339.628,97.037,242.592,0.000,44.330,0.000,0.000,0.741,180.140,0.000,197.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-543.633,0.000,0.000,0.000,0.000,162.126,156.784,0.000,543.633,-523.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-302.053,-221.334,-302.053,221.334,-19.192,-1.053,0.000,0.000,162.126,543.633,0.000,179.307,16.616,41.540,0.000,18.496,0.000,0.000,0.329,54.761,0.000,64.087,0.000,0.000,76.981,58.156,16.616,41.540,0.000,18.496,0.000,0.000,0.329,54.761,0.000,64.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.285,47.727,0.000,175.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,76.951,0.000,0.000,0.000,0.000,49.285,175.973
B1198,1482.050,456.010,5928.198,5928.198,169.000,0.000,486.249,62.317,155.793,0.000,27.282,0.000,0.000,0.469,117.031,0.000,123.357,0.000,0.000,245.862,218.110,62.317,155.793,0.000,27.282,0.000,0.000,0.469,117.031,0.000,123.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-338.715,0.000,0.000,0.000,0.000,105.328,100.747,0.000,338.715,-326.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-185.761,-140.715,-185.761,140.715,-11.746,-0.493,0.000,0.000,105.328,338.715,0.000,118.562,10.671,26.677,0.000,13.918,0.000,0.000,0.246,35.545,0.000,46.555,0.000,0.000,51.512,37.348,10.671,26.677,0.000,13.918,0.000,0.000,0.246,35.545,0.000,46.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.991,30.669,0.000,127.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.445,0.000,0.000,0.000,0.000,31.991,127.832
B1199,1482.295,456.070,5929.182,5929.182,169.000,0.000,494.265,62.328,155.819,0.000,29.193,0.000,0.000,0.489,116.922,0.000,129.515,0.000,0.000,247.829,218.146,62.328,155.819,0.000,29.193,0.000,0.000,0.489,116.922,0.000,129.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-355.625,0.000,0.000,0.000,0.000,105.230,100.747,0.000,355.625,-342.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-198.875,-143.554,-198.875,143.554,-12.677,-0.519,0.000,0.000,105.230,355.625,0.000,119.485,10.673,26.681,0.000,13.527,0.000,0.000,0.239,35.509,0.000,45.507,0.000,0.000,51.119,37.354,10.673,26.681,0.000,13.527,0.000,0.000,0.239,35.509,0.000,45.507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.958,30.669,0.000,124.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.406,0.000,0.000,0.000,0.000,31.958,124.955
B1200,1344.494,659.570,5377.977,5377.977,153.000,0.000,452.700,56.533,141.333,0.000,28.225,0.000,0.000,0.390,105.204,0.000,121.015,0.000,0.000,226.481,197.867,56.533,141.333,0.000,28.225,0.000,0.000,0.390,105.204,0.000,121.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-332.287,0.000,0.000,0.000,0.000,94.683,91.209,0.000,332.287,-319.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-192.639,-126.994,-192.639,126.994,-12.108,-0.546,0.000,0.000,94.683,332.287,0.000,114.027,9.680,24.201,0.000,13.558,0.000,0.000,0.203,31.934,0.000,44.731,0.000,0.000,47.642,33.881,9.680,24.201,0.000,13.558,0.000,0.000,0.203,31.934,0.000,44.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.741,27.765,0.000,122.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47.931,0.000,0.000,0.000,0.000,28.741,122.825
B1201,1358.713,683.640,5434.850,5434.850,155.000,0.000,447.126,57.131,142.828,0.000,26.052,0.000,0.000,0.364,106.217,0.000,114.535,0.000,0.000,226.374,199.959,57.131,142.828,0.000,26.052,0.000,0.000,0.364,106.217,0.000,114.535,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-314.492,0.000,0.000,0.000,0.000,95.595,92.401,0.000,314.492,-302.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-177.679,-125.204,-177.679,125.204,-11.120,-0.489,0.000,0.000,95.595,314.492,0.000,113.267,9.783,24.457,0.000,12.859,0.000,0.000,0.190,32.234,0.000,43.017,0.000,0.000,47.288,34.240,9.783,24.457,0.000,12.859,0.000,0.000,0.190,32.234,0.000,43.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.010,28.128,0.000,118.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45.573,0.000,0.000,0.000,0.000,29.010,118.118
